Year,Election,Province,District Name,Part Number,Party Name,Candidate Name,"Candidate Gender L=Male, P=Female",Candidate List Number
2014,DPR,JAWA TENGAH,JAWA TENGAH X,10,PARTAI HATI NURANI RAKYAT,ANDRI ISWARI,P,7
2014,DPR,JAWA TENGAH,JAWA TENGAH X,14,PARTAI BULAN BINTANG,"Dr. ENDANG RUDIATIN, M.Si",P,1
2014,DPR,JAWA TENGAH,JAWA TENGAH X,14,PARTAI BULAN BINTANG,"H. IMAM SANTOSO, B.Sc",L,2
2014,DPR,JAWA TENGAH,JAWA TENGAH X,14,PARTAI BULAN BINTANG,"BAMBANG RIZWARD AHMAD, SH",L,3
2014,DPR,JAWA TENGAH,JAWA TENGAH X,14,PARTAI BULAN BINTANG,"MOHAMAD ISMAIL, SH.",L,4
2014,DPR,JAWA TENGAH,JAWA TENGAH X,14,PARTAI BULAN BINTANG,HJ. SITI HADIRUKMI,P,5
2014,DPR,JAWA TENGAH,JAWA TENGAH X,14,PARTAI BULAN BINTANG,"ARIEF WAHYUDI, SH",L,6
2014,DPR,JAWA TENGAH,JAWA TENGAH X,14,PARTAI BULAN BINTANG,IKA SETIYANINGSIH,P,7
2014,DPR,JAWA TENGAH,JAWA TENGAH X,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,"MOCHAMMAD NURDJAEDI, SE",L,1
2014,DPR,JAWA TENGAH,JAWA TENGAH X,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,"H. MAHIPAL, SSN",L,2
2014,DPR,JAWA TENGAH,JAWA TENGAH X,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,INDRI YULI HARTATI,P,3
2014,DPR,JAWA TENGAH,JAWA TENGAH X,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,RINI WIDJAJANTI,P,4
2014,DPR,JAWA TENGAH,JAWA TENGAH X,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,"DR. MERPHIN PANJAITAN, M.Si",L,5
2014,DPR,JAWA TENGAH,JAWA TENGAH X,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,"ADHERIE ZULFIKRI, SH",L,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,1,PARTAI NasDem,"H.SUBARDI, SH.MH",L,1
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,1,PARTAI NasDem,IR. HENNY LEKSMANA,L,2
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,1,PARTAI NasDem,"R.A TANIYA MAHISA, SE",P,3
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,1,PARTAI NasDem,DEWI PUSPANINGTYAS FAENI,P,4
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,1,PARTAI NasDem,"INDAH DWI WIDYAWATI, A.Md",P,5
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,1,PARTAI NasDem,"Dr. Ir. H. TITIK SOEGIHARTO, M.Si",L,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,1,PARTAI NasDem,AWANG TRISNAMURTI,L,7
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,1,PARTAI NasDem,KRISTIARTI PURWANINGSIH,P,8
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,2,PARTAI KEBANGKITAN BANGSA,"H. AGUS SULISTIYONO, SE, MT",L,1
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,2,PARTAI KEBANGKITAN BANGSA,"DJOKO WASESO, S.H",L,2
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,2,PARTAI KEBANGKITAN BANGSA,LAYLA NOOR AZIZA,P,3
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,2,PARTAI KEBANGKITAN BANGSA,H. DARYANTO,L,4
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,2,PARTAI KEBANGKITAN BANGSA,MOHAMMAD NASTAIN,L,5
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,2,PARTAI KEBANGKITAN BANGSA,KARYANI LAKSMI DEWI,P,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,2,PARTAI KEBANGKITAN BANGSA,SUKARTINI,P,7
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,2,PARTAI KEBANGKITAN BANGSA,"AL MASUDAH, M.Si",P,8
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,3,PARTAI KEADILAN SEJAHTERA,DR. H. SUKAMTA,L,1
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,3,PARTAI KEADILAN SEJAHTERA,"H. AHMAD SUMIYANTO, SE, M.SI",L,2
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,3,PARTAI KEADILAN SEJAHTERA,"Dra. Hj. SUDARIYAH, MA.",P,3
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,3,PARTAI KEADILAN SEJAHTERA,"HABIBAH NURUL UMAH, S.Ag., MHI",P,4
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,3,PARTAI KEADILAN SEJAHTERA,"EKO PRIYANTO, SE",L,5
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,3,PARTAI KEADILAN SEJAHTERA,"TRI ENDANG SUSILOWATI, S.Pd",P,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,3,PARTAI KEADILAN SEJAHTERA,"ACHMAD BAIHAQI, STP",L,7
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,3,PARTAI KEADILAN SEJAHTERA,"NUR HASANAH, M.Ag.",P,8
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Drs. H.MOHAMMAD IDHAM SAMAWI,L,1
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,H. DJUWARTO,L,2
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,MY ESTI WIJAYATI,P,3
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"SUPRIYANTO, ST, MM",L,4
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Drs. MURCAHYO NUGROHO,L,5
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"Dra. EDDY MIHATI, M.Si",P,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,PULUNG AGUSTANTO,L,7
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"Dra. SRI DJOHARWINARLIEN, SU",P,8
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,5,PARTAI GOLONGAN KARYA,"SITI HEDIATI SOEHARTO, SE",P,1
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,5,PARTAI GOLONGAN KARYA,"Drs. H.M. GANDUNG PARDIMAN, MM",L,2
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,5,PARTAI GOLONGAN KARYA,RAHMAD PRIBADI,L,3
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,5,PARTAI GOLONGAN KARYA,"ISABELLA YUDHA HASTARINI, SE",P,4
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,5,PARTAI GOLONGAN KARYA,"H. ADI SUTRISNO, SE",L,5
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,5,PARTAI GOLONGAN KARYA,"R.B. KUSTRIONO JATI, SH",L,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,5,PARTAI GOLONGAN KARYA,NEVI ERVINA RAHMAWATI,P,7
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,5,PARTAI GOLONGAN KARYA,Drs. H. AHMAD SUBANGI,L,8
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,6,PARTAI GERAKAN INDONESIA RAYA,"Prof. DR. Ir. SUHARDI, M.Sc",L,1
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,6,PARTAI GERAKAN INDONESIA RAYA,KPH WIRONEGORO,L,2
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,6,PARTAI GERAKAN INDONESIA RAYA,"Dra. SITI JOHAR WAHYUNINGRUM, M.Pd",P,3
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,6,PARTAI GERAKAN INDONESIA RAYA,"ANDIKA PANDU PURAGABAYA, S.Psi., M.Si, M.Sc.",L,4
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,6,PARTAI GERAKAN INDONESIA RAYA,RR. INDAH SUKMA SARI,P,5
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,6,PARTAI GERAKAN INDONESIA RAYA,RIEFIAN FAJARSYAH,L,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,6,PARTAI GERAKAN INDONESIA RAYA,ARYO SADONO,L,7
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,6,PARTAI GERAKAN INDONESIA RAYA,"TITI SRI AMIRETNO D. W, SH, M. HUM",P,8
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,7,PARTAI DEMOKRAT,KRMT. ROY SURYO NOTODIPROJO,L,1
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,7,PARTAI DEMOKRAT,"AGUS BASTIAN, SE, MM",L,2
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,7,PARTAI DEMOKRAT,WAHYUTI LIMIANY RAHAYU,P,3
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,7,PARTAI DEMOKRAT,AMBAR TJAHYONO,L,4
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,7,PARTAI DEMOKRAT,LUCIA DESTINA KRISTIANTI,P,5
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,7,PARTAI DEMOKRAT,LULUK PUJI RAHAYU,P,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,7,PARTAI DEMOKRAT,JEMMY SETIAWAN,L,7
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,7,PARTAI DEMOKRAT,PC PUTUT PRASETYO UJIANTO,L,8
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,8,PARTAI AMANAT NASIONAL,"H. A. HANAFI RAIS, S.IP, MPP",L,1
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,8,PARTAI AMANAT NASIONAL,ARI BUDI WAHYUNI,P,2
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,8,PARTAI AMANAT NASIONAL,BUDY SETYAGRAHA,L,3
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,8,PARTAI AMANAT NASIONAL,"H. AKMALUDIN AKBAR, S.Psi",L,4
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,8,PARTAI AMANAT NASIONAL,"NUNIK ENDANG SUNARSIH, S.IP, M.Sc",P,5
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,8,PARTAI AMANAT NASIONAL,"KRISHNA KAMIL, SE, MBA, CPA",L,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,8,PARTAI AMANAT NASIONAL,"INDRI ASTUTI, SE",P,7
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,8,PARTAI AMANAT NASIONAL,"SUSILO BUDIONO DJAROT, SH",L,8
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,9,PARTAI PERSATUAN PEMBANGUNAN,"Hj. ZUNATUL MAFRUCHAH, SH",P,1
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,9,PARTAI PERSATUAN PEMBANGUNAN,H.M. SYUKRI FADHOLI,L,2
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,9,PARTAI PERSATUAN PEMBANGUNAN,"Drs. GURITNO KUSUMO, MM",L,3
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,9,PARTAI PERSATUAN PEMBANGUNAN,"HINDARTANA, SE, M. IKOM",L,4
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,9,PARTAI PERSATUAN PEMBANGUNAN,CEPI SUDIANA,L,5
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,9,PARTAI PERSATUAN PEMBANGUNAN,"QORINATUL HASINAH, SE",P,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,9,PARTAI PERSATUAN PEMBANGUNAN,SUSANTI,P,7
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,9,PARTAI PERSATUAN PEMBANGUNAN,Ir. H. AKHMAD,L,8
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,10,PARTAI HATI NURANI RAKYAT,"ING GRAD. H. RM. BAMBANG SOEDRADJAT, MBA",L,1
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,10,PARTAI HATI NURANI RAKYAT,"Ir.R. RUDY GUNARTO, MM",L,2
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,10,PARTAI HATI NURANI RAKYAT,YULIA PUTRI NOOR,P,3
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,10,PARTAI HATI NURANI RAKYAT,Drs. JOES PRANANTO,L,4
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,10,PARTAI HATI NURANI RAKYAT,H. AHMAD SUBAGYA,L,5
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,10,PARTAI HATI NURANI RAKYAT,RR. UMI LESTARI WAHYU NINGRUM,P,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,10,PARTAI HATI NURANI RAKYAT,ROBERTO EVERHARD,L,7
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,10,PARTAI HATI NURANI RAKYAT,"RR. NANING WIDYASTUTI, S.Pd",P,8
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,14,PARTAI BULAN BINTANG,HJ. R.AY. SITORESMI PRABUNINGRAT,P,1
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,14,PARTAI BULAN BINTANG,"Prof. DR. IR. R. CHAIRUL SALEH, M.Sc",L,2
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,14,PARTAI BULAN BINTANG,MARYOTO TRI HADI PRASETYO,L,3
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,14,PARTAI BULAN BINTANG,"HARJONO PADMONO PUTRO, ST. M.Kom",L,4
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,14,PARTAI BULAN BINTANG,"Dra. ZUBAEDAH N HALIMI, MA",P,5
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,14,PARTAI BULAN BINTANG,"H. AGUS YULIYANTO, SE, MM",L,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,14,PARTAI BULAN BINTANG,"TRIYANI SUSILOWATI, S.Pd",P,7
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,14,PARTAI BULAN BINTANG,SOFYAN,L,8
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,DANNI WARDANI,P,1
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,REGINA FELISITAS DUMATUBUN,P,2
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,MUHAMAD SRI HASCARYO,L,3
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,"SUPARDIYO, SE",L,4
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,"Drs. YAKUB BOBO, MT",L,5
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,WANTORO,L,6
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,RIRI LENGGOGENI M,P,7
2014,DPR,DI YOGYAKARTA,DI YOGYAKARTA,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,SRI REJEKI GUNTARI,P,8
2014,DPR,JAWA TIMUR,JAWA TIMUR I,1,PARTAI NasDem,"DR. H. ULUL ALBAB, MS",L,1
2014,DPR,JAWA TIMUR,JAWA TIMUR I,1,PARTAI NasDem,Hj. CHURRIYAH IMRON,P,2
2014,DPR,JAWA TIMUR,JAWA TIMUR I,1,PARTAI NasDem,R. WAHYU SASONGKO,L,3
2014,DPR,JAWA TIMUR,JAWA TIMUR I,1,PARTAI NasDem,"Dra. SRI PUSPITA, MM",P,4
2014,DPR,JAWA TIMUR,JAWA TIMUR I,1,PARTAI NasDem,"DR. RUDY SAPOELETE, SH., MH.",L,5
2014,DPR,JAWA TIMUR,JAWA TIMUR I,1,PARTAI NasDem,dr. MARTHA LIA FIORENA,P,6
2014,DPR,JAWA TIMUR,JAWA TIMUR I,1,PARTAI NasDem,"KAMSARI, SE., MM.",L,7
2014,DPR,JAWA TIMUR,JAWA TIMUR I,1,PARTAI NasDem,"RINA ARYANI, SH., M.Kn.",P,8
2014,DPR,JAWA TIMUR,JAWA TIMUR I,1,PARTAI NasDem,CUT POPPY MEURAH INTAN,P,9
2014,DPR,JAWA TIMUR,JAWA TIMUR I,1,PARTAI NasDem,Ir. RUDHY IVAN NOOR,L,10
2014,DPR,JAWA TIMUR,JAWA TIMUR I,2,PARTAI KEBANGKITAN BANGSA,H. IMAM NAHRAWI,L,1
2014,DPR,JAWA TIMUR,JAWA TIMUR I,2,PARTAI KEBANGKITAN BANGSA,"SYAIKHUL ISLAM, M.Sosio",L,2
2014,DPR,JAWA TIMUR,JAWA TIMUR I,2,PARTAI KEBANGKITAN BANGSA,"ARZETTY BILBINA SETYAWAN, SE",P,3
2014,DPR,JAWA TIMUR,JAWA TIMUR I,2,PARTAI KEBANGKITAN BANGSA,DR. H. ACHMAD FATHONI RODLI,L,4
2014,DPR,JAWA TIMUR,JAWA TIMUR I,2,PARTAI KEBANGKITAN BANGSA,"ELLIF KRISMAWATI, MM",P,5
2014,DPR,JAWA TIMUR,JAWA TIMUR I,2,PARTAI KEBANGKITAN BANGSA,"M. ZAENAB MALTUFAH, M.Si",P,6
2014,DPR,JAWA TIMUR,JAWA TIMUR I,2,PARTAI KEBANGKITAN BANGSA,ANTONIUS IWAN DWI LAKSONO,L,7
2014,DPR,JAWA TIMUR,JAWA TIMUR I,2,PARTAI KEBANGKITAN BANGSA,"H. ALI BURHAN,MM",L,8
2014,DPR,JAWA TIMUR,JAWA TIMUR I,2,PARTAI KEBANGKITAN BANGSA,LIZAWATI TRIWAHYUNI,P,9
2014,DPR,JAWA TIMUR,JAWA TIMUR I,2,PARTAI KEBANGKITAN BANGSA,"MUHAMMAD KODERI HW, MT",L,10
2014,DPR,JAWA TIMUR,JAWA TIMUR I,3,PARTAI KEADILAN SEJAHTERA,IR. H. SIGIT SOSIANTOMO,L,1
2014,DPR,JAWA TIMUR,JAWA TIMUR I,3,PARTAI KEADILAN SEJAHTERA,ANDHAM ASIH WIDYASTUTI,P,2
2014,DPR,JAWA TIMUR,JAWA TIMUR I,3,PARTAI KEADILAN SEJAHTERA,"JULI WIBOWO, SS., M.IP.",L,3
2014,DPR,JAWA TIMUR,JAWA TIMUR I,3,PARTAI KEADILAN SEJAHTERA,PURWANTO,L,4
2014,DPR,JAWA TIMUR,JAWA TIMUR I,3,PARTAI KEADILAN SEJAHTERA,KARUNIAWATI,P,5
2014,DPR,JAWA TIMUR,JAWA TIMUR I,3,PARTAI KEADILAN SEJAHTERA,"MUHAMMAD JUSUF, ST., MMT",L,6
2014,DPR,JAWA TIMUR,JAWA TIMUR I,3,PARTAI KEADILAN SEJAHTERA,"HJ. SRI HADIJAH RATNAWATI, S.Pd.",P,7
2014,DPR,JAWA TIMUR,JAWA TIMUR I,3,PARTAI KEADILAN SEJAHTERA,NURUL MUJAHADAH,P,8
2014,DPR,JAWA TIMUR,JAWA TIMUR I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"M. GURUH IRIANTO SUKARNO PUTRA, SAP, MM, M.Si",L,1
2014,DPR,JAWA TIMUR,JAWA TIMUR I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"H. SALEH MUKADAR, SH",L,2
2014,DPR,JAWA TIMUR,JAWA TIMUR I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,INDAH KURNIA,P,3
2014,DPR,JAWA TIMUR,JAWA TIMUR I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"HARI PUTRI LESTARI, SH, MH",P,4
2014,DPR,JAWA TIMUR,JAWA TIMUR I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"SUSANTO BUDI RAHARJO, SH, MH",L,5
2014,DPR,JAWA TIMUR,JAWA TIMUR I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"Drs. J.B. AMIRANTO, M.Si, Ak",L,6
2014,DPR,JAWA TIMUR,JAWA TIMUR I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,HENKY KURNIADI,L,7
2014,DPR,JAWA TIMUR,JAWA TIMUR I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Drs. TITO SUHENDRO,L,8
2014,DPR,JAWA TIMUR,JAWA TIMUR I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,ERMELINA SINGERETA,P,9
2014,DPR,JAWA TIMUR,JAWA TIMUR I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"SONNY SEWANTON SARAGIH, S.IP",L,10
2014,DPR,JAWA TIMUR,JAWA TIMUR I,5,PARTAI GOLONGAN KARYA,Drs. H. PRIYO BUDI SANTOSO,L,1
2014,DPR,JAWA TIMUR,JAWA TIMUR I,5,PARTAI GOLONGAN KARYA,"Ir. GESANG BUDIARSO, MH",L,2
2014,DPR,JAWA TIMUR,JAWA TIMUR I,5,PARTAI GOLONGAN KARYA,"Hj. HESTI ARMIWULAN, SH, M.HUM",P,3
2014,DPR,JAWA TIMUR,JAWA TIMUR I,5,PARTAI GOLONGAN KARYA,"ACHMAD SUHAWI, ST, M. Si",L,4
2014,DPR,JAWA TIMUR,JAWA TIMUR I,5,PARTAI GOLONGAN KARYA,"Ir. H. ADIES KADIR, SH, M. Hum",L,5
2014,DPR,JAWA TIMUR,JAWA TIMUR I,5,PARTAI GOLONGAN KARYA,"ARY LESTARI, SE",P,6
2014,DPR,JAWA TIMUR,JAWA TIMUR I,5,PARTAI GOLONGAN KARYA,"Ir. ACHMAD DAENGS GS, SE, MM",L,7
2014,DPR,JAWA TIMUR,JAWA TIMUR I,5,PARTAI GOLONGAN KARYA,JOHAN TEDJA SURYA,L,8
2014,DPR,JAWA TIMUR,JAWA TIMUR I,5,PARTAI GOLONGAN KARYA,"Hj. BETTY ZUBAIDAH, B.Sc",P,9
2014,DPR,JAWA TIMUR,JAWA TIMUR I,5,PARTAI GOLONGAN KARYA,"Ir. MAZ TRI INDRAWANTO, M.SP",L,10
2014,DPR,JAWA TIMUR,JAWA TIMUR I,6,PARTAI GERAKAN INDONESIA RAYA,"RINDOKO DAHONO WINGIT, SH,M.Hum",L,1
2014,DPR,JAWA TIMUR,JAWA TIMUR I,6,PARTAI GERAKAN INDONESIA RAYA,Ir. H. BAMBANG HARYO SOEKARTONO,L,2
2014,DPR,JAWA TIMUR,JAWA TIMUR I,6,PARTAI GERAKAN INDONESIA RAYA,"MARI SOESILO, SE",P,3
2014,DPR,JAWA TIMUR,JAWA TIMUR I,6,PARTAI GERAKAN INDONESIA RAYA,"RADEN BAMBANG PRAMUKANTORO, S.P.",L,4
2014,DPR,JAWA TIMUR,JAWA TIMUR I,6,PARTAI GERAKAN INDONESIA RAYA,"Dra. HELENA MAUREEN MANTIRI NOYA, MAP",P,5
2014,DPR,JAWA TIMUR,JAWA TIMUR I,6,PARTAI GERAKAN INDONESIA RAYA,"M. SHOLEH, SH",L,6
2014,DPR,JAWA TIMUR,JAWA TIMUR I,6,PARTAI GERAKAN INDONESIA RAYA,"H. ABDUL MALIK, SH",L,7
2014,DPR,JAWA TIMUR,JAWA TIMUR I,6,PARTAI GERAKAN INDONESIA RAYA,"STEFANUS SANTOSO, B.ENG.",L,8
2014,DPR,JAWA TIMUR,JAWA TIMUR I,6,PARTAI GERAKAN INDONESIA RAYA,"RR SRI SATU WIDYASTUTI, MM",P,9
2014,DPR,JAWA TIMUR,JAWA TIMUR I,6,PARTAI GERAKAN INDONESIA RAYA,"MINARTO TJANDRA, SH.",L,10
2014,DPR,JAWA TIMUR,JAWA TIMUR I,7,PARTAI DEMOKRAT,Dra. LUCY KURNIASARI,P,1
2014,DPR,JAWA TIMUR,JAWA TIMUR I,7,PARTAI DEMOKRAT,"SULFAN SAURI, SH",L,2
2014,DPR,JAWA TIMUR,JAWA TIMUR I,7,PARTAI DEMOKRAT,H. IMAM SUNARDHI,L,3
2014,DPR,JAWA TIMUR,JAWA TIMUR I,7,PARTAI DEMOKRAT,"H. MUSH LUDFY, SH, MH",L,4
2014,DPR,JAWA TIMUR,JAWA TIMUR I,7,PARTAI DEMOKRAT,"DAISY M. SILANNO, S.Sn. M.Si",P,5
2014,DPR,JAWA TIMUR,JAWA TIMUR I,7,PARTAI DEMOKRAT,Ir. FANDI UTOMO,L,6
2014,DPR,JAWA TIMUR,JAWA TIMUR I,7,PARTAI DEMOKRAT,H. MOCHAMAD RIZAL,L,7
2014,DPR,JAWA TIMUR,JAWA TIMUR I,7,PARTAI DEMOKRAT,LISTIAWATI S,P,8
2014,DPR,JAWA TIMUR,JAWA TIMUR I,7,PARTAI DEMOKRAT,A. CHAIRIL MUSLIM,L,9
2014,DPR,JAWA TIMUR,JAWA TIMUR I,7,PARTAI DEMOKRAT,"H. JALALUDDIN ALHAM, S.IP. M.HUM",L,10
2014,DPR,JAWA TIMUR,JAWA TIMUR I,8,PARTAI AMANAT NASIONAL,Ir. SUNARTOYO,L,1
2014,DPR,JAWA TIMUR,JAWA TIMUR I,8,PARTAI AMANAT NASIONAL,"H. IMAM SUGIRI, ST, MM",L,2
2014,DPR,JAWA TIMUR,JAWA TIMUR I,8,PARTAI AMANAT NASIONAL,SITI RAFIKA HARDHIANSARI,P,3
2014,DPR,JAWA TIMUR,JAWA TIMUR I,8,PARTAI AMANAT NASIONAL,H. SUNGKONO,L,4
2014,DPR,JAWA TIMUR,JAWA TIMUR I,8,PARTAI AMANAT NASIONAL,"AGUS SARWANTO, M.Si",L,5
2014,DPR,JAWA TIMUR,JAWA TIMUR I,8,PARTAI AMANAT NASIONAL,"RIJFA HADITA, SE",P,6
2014,DPR,JAWA TIMUR,JAWA TIMUR I,8,PARTAI AMANAT NASIONAL,SYAFRUDIN BUDIMAN,L,7
2014,DPR,JAWA TIMUR,JAWA TIMUR I,8,PARTAI AMANAT NASIONAL,HADIJAH,P,8
2014,DPR,JAWA TIMUR,JAWA TIMUR I,8,PARTAI AMANAT NASIONAL,SISWARYUDI HERU,L,9
2014,DPR,JAWA TIMUR,JAWA TIMUR I,8,PARTAI AMANAT NASIONAL,Ir. ANDI YULHAM,L,10
2014,DPR,JAWA TIMUR,JAWA TIMUR I,9,PARTAI PERSATUAN PEMBANGUNAN,"H. GEDE WIDIADE, SH, MBL",L,1
2014,DPR,JAWA TIMUR,JAWA TIMUR I,9,PARTAI PERSATUAN PEMBANGUNAN,"H. ANDY SUDIRMAN, SH",L,2
