Year,Election,Province,District Name,Part Number,Party Name,Candidate Name,"Candidate Gender L=Male, P=Female",Candidate List Number
2014,DPR,ACEH,ACEH I,1,PARTAI NasDem,"PROF. DR. BACHTIAR ALY, MA",L,1
2014,DPR,ACEH,ACEH I,1,PARTAI NasDem,Drs. H. T. PRIBADI,L,2
2014,DPR,ACEH,ACEH I,1,PARTAI NasDem,"DESI FITRIANI, S.Sos.",P,3
2014,DPR,ACEH,ACEH I,1,PARTAI NasDem,TAF HAIKAL,L,4
2014,DPR,ACEH,ACEH I,1,PARTAI NasDem,IR. H. FAISAL RY,L,5
2014,DPR,ACEH,ACEH I,1,PARTAI NasDem,"Hj. FAHMIWATI, SE., M.Si",P,6
2014,DPR,ACEH,ACEH I,1,PARTAI NasDem,NURHAYATI,P,7
2014,DPR,ACEH,ACEH I,2,PARTAI KEBANGKITAN BANGSA,IRMAWAN,L,1
2014,DPR,ACEH,ACEH I,2,PARTAI KEBANGKITAN BANGSA,Drs. H. RUSLI MUHAMMAD,L,2
2014,DPR,ACEH,ACEH I,2,PARTAI KEBANGKITAN BANGSA,"MAHDALENA, S.Hut",P,3
2014,DPR,ACEH,ACEH I,2,PARTAI KEBANGKITAN BANGSA,"TGK HUSIN YUSUF, S.Pd.I",L,4
2014,DPR,ACEH,ACEH I,2,PARTAI KEBANGKITAN BANGSA,MUNAWAR,L,5
2014,DPR,ACEH,ACEH I,2,PARTAI KEBANGKITAN BANGSA,"SITI NURAINI, S.Pd",P,6
2014,DPR,ACEH,ACEH I,2,PARTAI KEBANGKITAN BANGSA,Dra. ANDYANA,P,7
2014,DPR,ACEH,ACEH I,3,PARTAI KEADILAN SEJAHTERA,"M. NASIR DJAMIL, S.Ag",L,1
2014,DPR,ACEH,ACEH I,3,PARTAI KEADILAN SEJAHTERA,"H. MOHAMMAD IHSAN, BA",L,2
2014,DPR,ACEH,ACEH I,3,PARTAI KEADILAN SEJAHTERA,"KURNIA RAHMAYANTI, S.Psi",P,3
2014,DPR,ACEH,ACEH I,3,PARTAI KEADILAN SEJAHTERA,ZAMZAMI A. RANI,L,4
2014,DPR,ACEH,ACEH I,3,PARTAI KEADILAN SEJAHTERA,ZULKARNAIN,L,5
2014,DPR,ACEH,ACEH I,3,PARTAI KEADILAN SEJAHTERA,DIAN HURIANA,P,6
2014,DPR,ACEH,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Ir. MOCH NASIR,L,1
2014,DPR,ACEH,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"AZFILLI ISHAK, SH",L,2
2014,DPR,ACEH,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"CUT RIDHA SARTIKA, SE",P,3
2014,DPR,ACEH,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"H. HUSAINI SETIAWAN AG, SE, MBA",L,4
2014,DPR,ACEH,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Ir. T FUADI,L,5
2014,DPR,ACEH,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"Hj. NURMALASARI, S.Pd",P,6
2014,DPR,ACEH,ACEH I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"ANDRIYANI, SH.",P,7
2014,DPR,ACEH,ACEH I,5,PARTAI GOLONGAN KARYA,"H. SAYED FUAD ZAKARIA, SE",L,1
2014,DPR,ACEH,ACEH I,5,PARTAI GOLONGAN KARYA,ANDI HS,L,2
2014,DPR,ACEH,ACEH I,5,PARTAI GOLONGAN KARYA,ASRIDA,P,3
2014,DPR,ACEH,ACEH I,5,PARTAI GOLONGAN KARYA,"H.M. SALIM FAKHRY,SE, MM",L,4
2014,DPR,ACEH,ACEH I,5,PARTAI GOLONGAN KARYA,H.MUNTASIR HAMID SH.MH,L,5
2014,DPR,ACEH,ACEH I,5,PARTAI GOLONGAN KARYA,SYLVIA ROSA,P,6
2014,DPR,ACEH,ACEH I,5,PARTAI GOLONGAN KARYA,SRI HANDAYANI. SE,P,7
2014,DPR,ACEH,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,"Drs. H. ZAINAL SABRI, MM",L,1
2014,DPR,ACEH,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,"H. ASFIFUDDIN, SH. MH",L,2
2014,DPR,ACEH,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,Hj. CUT EVITA,P,3
2014,DPR,ACEH,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,FARA DIANA,P,4
2014,DPR,ACEH,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,YANI WAGE SULISTYOWATI,P,5
2014,DPR,ACEH,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,FADHLULLAH (DEK FAD),L,6
2014,DPR,ACEH,ACEH I,6,PARTAI GERAKAN INDONESIA RAYA,"Ir. H. T.A. KHALID, MM",L,7
2014,DPR,ACEH,ACEH I,7,PARTAI DEMOKRAT,"H. TEUKU RIEFKY HARSYA B.Sc, MT",L,1
2014,DPR,ACEH,ACEH I,7,PARTAI DEMOKRAT,"Ir. NOVA IRIANSYAH, MT",L,2
2014,DPR,ACEH,ACEH I,7,PARTAI DEMOKRAT,Ir. Hj. NURSHANTI ADNAN,P,3
2014,DPR,ACEH,ACEH I,7,PARTAI DEMOKRAT,M. ALI YAKOB,L,4
2014,DPR,ACEH,ACEH I,7,PARTAI DEMOKRAT,"drg. TJUT FADLUNA PARAMITA,Sp.Ort",P,5
2014,DPR,ACEH,ACEH I,7,PARTAI DEMOKRAT,"H. IBNU RUSDI, SE",L,6
2014,DPR,ACEH,ACEH I,7,PARTAI DEMOKRAT,"Ir. Hj. SRI REZEKI TAKARINA, M.Si",P,7
2014,DPR,ACEH,ACEH I,8,PARTAI AMANAT NASIONAL,"H. ANWAR AHMAD, SE, Ak",L,1
2014,DPR,ACEH,ACEH I,8,PARTAI AMANAT NASIONAL,"H. MUSLIM AYUB, SH, MM",L,2
2014,DPR,ACEH,ACEH I,8,PARTAI AMANAT NASIONAL,Dra. MARIANI HAROEN,P,3
2014,DPR,ACEH,ACEH I,8,PARTAI AMANAT NASIONAL,"SAYED MUSTAFA USAB, SE, M.Si",L,4
2014,DPR,ACEH,ACEH I,8,PARTAI AMANAT NASIONAL,SYAFRUDDIN NGULMA SIMEULUE,L,5
2014,DPR,ACEH,ACEH I,8,PARTAI AMANAT NASIONAL,HIDAYATI,P,6
2014,DPR,ACEH,ACEH I,8,PARTAI AMANAT NASIONAL,"Hj. SRI SITI MUNALAR, SH",P,7
2014,DPR,ACEH,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,TGK. H. MOHD. FAISAL AMIN,L,1
2014,DPR,ACEH,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,"EDWAR M. NUR, SE, MM",L,2
2014,DPR,ACEH,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,Hj. RUKAIYAH IBRAHIM NAIN,P,3
2014,DPR,ACEH,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,"H. ZAINAL ABIDIN ALAWY, M.Ag",L,4
2014,DPR,ACEH,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,"Hj. TJUT JUSLINA RIJANTO PRATIGNJO, SH., MH",P,5
2014,DPR,ACEH,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,"EVI SUSANTI, SH, MH",P,6
2014,DPR,ACEH,ACEH I,9,PARTAI PERSATUAN PEMBANGUNAN,"SRI GUSTINI, SH., MA",P,7
2014,DPR,ACEH,ACEH I,10,PARTAI HATI NURANI RAKYAT,"H. MUKHLIS MUKHTAR, SH",L,1
2014,DPR,ACEH,ACEH I,10,PARTAI HATI NURANI RAKYAT,AMIR FAISAL,L,2
2014,DPR,ACEH,ACEH I,10,PARTAI HATI NURANI RAKYAT,"Hj. CUT ANI VIVIYANTI, SE",P,3
2014,DPR,ACEH,ACEH I,10,PARTAI HATI NURANI RAKYAT,"HAFIDZ MARZUKI, SE",L,4
2014,DPR,ACEH,ACEH I,10,PARTAI HATI NURANI RAKYAT,"DENNI ARIE MAHESA, SHI",L,5
2014,DPR,ACEH,ACEH I,10,PARTAI HATI NURANI RAKYAT,"MAYASARI, S.Psi",P,6
2014,DPR,ACEH,ACEH I,10,PARTAI HATI NURANI RAKYAT,RINA ROSIANA AGUSTINA,P,7
2014,DPR,ACEH,ACEH I,14,PARTAI BULAN BINTANG,"ZULMAHDI HASAN, S. Ag",L,1
2014,DPR,ACEH,ACEH I,14,PARTAI BULAN BINTANG,Tgk. SYAIFULLAH M. ALI,L,2
2014,DPR,ACEH,ACEH I,14,PARTAI BULAN BINTANG,LEDIANA,P,3
2014,DPR,ACEH,ACEH I,14,PARTAI BULAN BINTANG,"NUR YUNIATI SE., MM",P,4
2014,DPR,ACEH,ACEH I,14,PARTAI BULAN BINTANG,M. RIZA RIZKI,L,5
2014,DPR,ACEH,ACEH I,14,PARTAI BULAN BINTANG,"WIDYAWATI SOFIANA, S.Kep.S.KG",P,6
2014,DPR,ACEH,ACEH I,14,PARTAI BULAN BINTANG,"NOOR MUHAMMAD, SE",L,7
2014,DPR,ACEH,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,Ir. H. M NASIR NAWAWI,L,1
2014,DPR,ACEH,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,TGK FAUZI ZAINOEL ABIDIN,L,2
2014,DPR,ACEH,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,"RATNA MUTIA, SH",P,3
2014,DPR,ACEH,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,"Ir. RAMLAN, MM",L,4
2014,DPR,ACEH,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,Drs. H. MARZUKI TA,L,5
2014,DPR,ACEH,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,LILIS LISNAWATI,P,6
2014,DPR,ACEH,ACEH I,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,ZULFA AIFI,P,7
2014,DPR,ACEH,ACEH II,1,PARTAI NasDem,ZULFAN LINDAN,L,1
2014,DPR,ACEH,ACEH II,1,PARTAI NasDem,"H. ZAINI DJALIL, SH",L,2
2014,DPR,ACEH,ACEH II,1,PARTAI NasDem,FATIMAH,P,3
2014,DPR,ACEH,ACEH II,1,PARTAI NasDem,"DR. (HC.) H. BASRI ARITA, ST.",L,4
2014,DPR,ACEH,ACEH II,1,PARTAI NasDem,Ir. MULIYADI,L,5
2014,DPR,ACEH,ACEH II,1,PARTAI NasDem,"Hj. SUFRIDAWATI, SE., MM.",P,6
2014,DPR,ACEH,ACEH II,2,PARTAI KEBANGKITAN BANGSA,MUHAMMAD WALI ALKHALIDI,L,1
2014,DPR,ACEH,ACEH II,2,PARTAI KEBANGKITAN BANGSA,FAISAL RIDHA S.Ag,L,2
2014,DPR,ACEH,ACEH II,2,PARTAI KEBANGKITAN BANGSA,YENNI FATMAWATI,P,3
2014,DPR,ACEH,ACEH II,2,PARTAI KEBANGKITAN BANGSA,H TEUKU NASRUDDIN,L,4
2014,DPR,ACEH,ACEH II,2,PARTAI KEBANGKITAN BANGSA,HAMDANI IDRIS,L,5
2014,DPR,ACEH,ACEH II,2,PARTAI KEBANGKITAN BANGSA,NOVA MAULIDIYA,P,6
2014,DPR,ACEH,ACEH II,3,PARTAI KEADILAN SEJAHTERA,"H. RAIHAN ISKANDAR, Lc.,MM",L,1
2014,DPR,ACEH,ACEH II,3,PARTAI KEADILAN SEJAHTERA,KHAIRUL AMAL,L,2
2014,DPR,ACEH,ACEH II,3,PARTAI KEADILAN SEJAHTERA,"Dr. SUESILOWATY, SE,M.Pd",P,3
2014,DPR,ACEH,ACEH II,3,PARTAI KEADILAN SEJAHTERA,"MUHAMMAD RIZAL, SE",L,4
2014,DPR,ACEH,ACEH II,3,PARTAI KEADILAN SEJAHTERA,IHSANUDDIN,L,5
2014,DPR,ACEH,ACEH II,3,PARTAI KEADILAN SEJAHTERA,"SUTRINAWATI, SE, Ak",P,6
2014,DPR,ACEH,ACEH II,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,H. KARIMUN USMAN,L,1
2014,DPR,ACEH,ACEH II,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"Drs. H. ARMAND MUIS, MM",L,2
2014,DPR,ACEH,ACEH II,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Dra. Hj. MEINY KAROLINA,P,3
2014,DPR,ACEH,ACEH II,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"MALAHAYATI, A.md",P,4
2014,DPR,ACEH,ACEH II,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Ir. KLARA AGUSTA,L,5
2014,DPR,ACEH,ACEH II,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Ir. TAGORE ABUBAKAR,L,6
2014,DPR,ACEH,ACEH II,5,PARTAI GOLONGAN KARYA,H. KAHARUDDIN SYAH,L,1
2014,DPR,ACEH,ACEH II,5,PARTAI GOLONGAN KARYA,H. FIRMANDEZ,L,2
2014,DPR,ACEH,ACEH II,5,PARTAI GOLONGAN KARYA,Hj. FARIAWATI. SE,P,3
2014,DPR,ACEH,ACEH II,5,PARTAI GOLONGAN KARYA,T. HERIWANSYAH,L,4
2014,DPR,ACEH,ACEH II,5,PARTAI GOLONGAN KARYA,Drs. H. MARZUKI DAUD,L,5
2014,DPR,ACEH,ACEH II,5,PARTAI GOLONGAN KARYA,YUNIATI,P,6
2014,DPR,ACEH,ACEH II,6,PARTAI GERAKAN INDONESIA RAYA,"ISMAIL BERDAN,SH",L,1
2014,DPR,ACEH,ACEH II,6,PARTAI GERAKAN INDONESIA RAYA,"H. ASRUL ABBAS, SE",L,2
2014,DPR,ACEH,ACEH II,6,PARTAI GERAKAN INDONESIA RAYA,Dra. Hj. ZULHAFAH,P,3
2014,DPR,ACEH,ACEH II,6,PARTAI GERAKAN INDONESIA RAYA,AMIRUDDIN,L,4
2014,DPR,ACEH,ACEH II,6,PARTAI GERAKAN INDONESIA RAYA,KHAIDIR,L,5
2014,DPR,ACEH,ACEH II,6,PARTAI GERAKAN INDONESIA RAYA,CUT PUTEH,P,6
2014,DPR,ACEH,ACEH II,7,PARTAI DEMOKRAT,"MUSLIM, SHI, MM",L,1
2014,DPR,ACEH,ACEH II,7,PARTAI DEMOKRAT,"TEUKU IRWAN, SE",L,2
2014,DPR,ACEH,ACEH II,7,PARTAI DEMOKRAT,MIRNAWATI,P,3
2014,DPR,ACEH,ACEH II,7,PARTAI DEMOKRAT,MIRWAN AMIR,L,4
2014,DPR,ACEH,ACEH II,7,PARTAI DEMOKRAT,"YUDHA JOHANSYAH, SH",L,5
2014,DPR,ACEH,ACEH II,7,PARTAI DEMOKRAT,"HJ. NAIMAH HASAN, Dra, MA",P,6
2014,DPR,ACEH,ACEH II,8,PARTAI AMANAT NASIONAL,"Ir. Hj. FERRY SORAYA, MSIE",P,1
2014,DPR,ACEH,ACEH II,8,PARTAI AMANAT NASIONAL,"TARMIDINSYAH ABUBAKAR, SE",L,2
2014,DPR,ACEH,ACEH II,8,PARTAI AMANAT NASIONAL,"H. ZAINAL ABIDIN HUSSEIN, SE",L,3
2014,DPR,ACEH,ACEH II,8,PARTAI AMANAT NASIONAL,Hj.SORAYA,P,4
2014,DPR,ACEH,ACEH II,8,PARTAI AMANAT NASIONAL,"H. RIDWAN YUNUS, SH",L,5
2014,DPR,ACEH,ACEH II,8,PARTAI AMANAT NASIONAL,Ir.H. TUN AZHARI,L,6
2014,DPR,ACEH,ACEH II,9,PARTAI PERSATUAN PEMBANGUNAN,DRS. H. ANWAR IDRIS,L,1
2014,DPR,ACEH,ACEH II,9,PARTAI PERSATUAN PEMBANGUNAN,H. MURHABAN MAKAM,L,2
2014,DPR,ACEH,ACEH II,9,PARTAI PERSATUAN PEMBANGUNAN,Hj. NURDAHRI IBRAHIM NAIM,P,3
2014,DPR,ACEH,ACEH II,9,PARTAI PERSATUAN PEMBANGUNAN,Drs. H. SULAIMAN DAUDI,L,4
2014,DPR,ACEH,ACEH II,9,PARTAI PERSATUAN PEMBANGUNAN,"MUHAMMAD ADAMI, S.Pd",L,5
2014,DPR,ACEH,ACEH II,9,PARTAI PERSATUAN PEMBANGUNAN,"ERNIDAWATY, SH",P,6
2014,DPR,ACEH,ACEH II,10,PARTAI HATI NURANI RAKYAT,H. SYAFRUDDIN BUDIMAN,L,1
2014,DPR,ACEH,ACEH II,10,PARTAI HATI NURANI RAKYAT,"dr. H. SYAFRIRUDDIN, MM",L,2
2014,DPR,ACEH,ACEH II,10,PARTAI HATI NURANI RAKYAT,DARSIAH,P,3
2014,DPR,ACEH,ACEH II,10,PARTAI HATI NURANI RAKYAT,MAHREJE WAHAB,L,4
2014,DPR,ACEH,ACEH II,10,PARTAI HATI NURANI RAKYAT,Ir. LISMAINI,P,5
2014,DPR,ACEH,ACEH II,10,PARTAI HATI NURANI RAKYAT,"RUSLI RANTO, SH, MH",L,6
2014,DPR,ACEH,ACEH II,14,PARTAI BULAN BINTANG,"MAWARDI ABDULLAH, SE., MM.,",L,1
2014,DPR,ACEH,ACEH II,14,PARTAI BULAN BINTANG,Tgk. TARMIZI A. GANI,L,2
2014,DPR,ACEH,ACEH II,14,PARTAI BULAN BINTANG,SRI ANDENI,P,3
2014,DPR,ACEH,ACEH II,14,PARTAI BULAN BINTANG,"IRJEN POL (Purn). Drs. H. AMIR HASAN SIDIK, MM",L,4
2014,DPR,ACEH,ACEH II,14,PARTAI BULAN BINTANG,"SYAHRIAL, S.Sos",L,5
2014,DPR,ACEH,ACEH II,14,PARTAI BULAN BINTANG,CUT RABBIA AL WAFI,P,6
2014,DPR,ACEH,ACEH II,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,"Ir.H. TEUKU MUDA YUSUF, MM",L,1
2014,DPR,ACEH,ACEH II,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,INDAH UZIANA PARAMITA,P,2
2014,DPR,ACEH,ACEH II,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,"T. RASYIDIN MT, SHi, MH",L,3
2014,DPR,ACEH,ACEH II,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,ZAINI Z. ALWY,L,4
2014,DPR,ACEH,ACEH II,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,"MUTIA, SE",P,5
2014,DPR,ACEH,ACEH II,15,PARTAI KEADILAN DAN PERSATUAN INDONESIA,MUNIR USMAN,L,6
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,1,PARTAI NasDem,PRANANDA SURYA PALOH,L,1
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,1,PARTAI NasDem,"ISKANDAR, ST.",L,2
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,1,PARTAI NasDem,dr. GEETA,P,3
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,1,PARTAI NasDem,"SIAR ANGGRETTA SIAGIAN, M.Si",P,4
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,1,PARTAI NasDem,Drs. H. HAKIMIL NASUTION,L,5
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,1,PARTAI NasDem,Ir. IRHAM,L,6
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,1,PARTAI NasDem,TJUT DHIEN SYAFINA,P,7
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,1,PARTAI NasDem,"BRIGJEN TNI (Purn) TARIDA H. SINAMBELA, S.Ip",L,8
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,1,PARTAI NasDem,"DATUQ ADIL FREDDY HABERMAN, SE",L,9
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,1,PARTAI NasDem,ARIEF RAHMAN HAKIM,L,10
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,2,PARTAI KEBANGKITAN BANGSA,Drs. NGASUP KARO KARO SITEPO,L,1
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,2,PARTAI KEBANGKITAN BANGSA,"H.ZAINUDDIN SIREGAR SH., MM., Drs",L,2
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,2,PARTAI KEBANGKITAN BANGSA,ROSMIDA,P,3
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,2,PARTAI KEBANGKITAN BANGSA,"OLOAN SIMBOLON, ST",L,4
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,2,PARTAI KEBANGKITAN BANGSA,"Ir. HERMANSYAH ALAM, S.Kom., MT",L,5
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,2,PARTAI KEBANGKITAN BANGSA,EKA SYAMSIAH HIDAYAH Nst,P,6
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,2,PARTAI KEBANGKITAN BANGSA,"HAMDANI, MM",L,7
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,2,PARTAI KEBANGKITAN BANGSA,"PASIRUDDIN, SE",L,8
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,2,PARTAI KEBANGKITAN BANGSA,MUASYAROH,P,9
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,2,PARTAI KEBANGKITAN BANGSA,Drs. RIDOLF SIANTURI,L,10
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,3,PARTAI KEADILAN SEJAHTERA,TIFATUL SEMBIRING,L,1
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,3,PARTAI KEADILAN SEJAHTERA,MUHAMMAD IDRIS LUTFI,L,2
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,3,PARTAI KEADILAN SEJAHTERA,"EVI RISNA YANTI, SH.",P,3
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,3,PARTAI KEADILAN SEJAHTERA,"H. HIDAYATULLAH, SE",L,4
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,3,PARTAI KEADILAN SEJAHTERA,MUSLIM,L,5
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,3,PARTAI KEADILAN SEJAHTERA,"MARDIANI NASUTION, S.S",P,6
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,3,PARTAI KEADILAN SEJAHTERA,ASEP YUDI,L,7
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,3,PARTAI KEADILAN SEJAHTERA,DHIYATUL HAYATI,P,8
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,3,PARTAI KEADILAN SEJAHTERA,dr. FITRIA RAMADHANI S. PANE,P,9
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,H. IRMADI LUBIS,L,1
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,dr. SOFYAN TAN,L,2
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"LIDYA OCTAVIANA SIANIPAR, SH",P,3
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"BALTASAR TARIGAN, SE",L,4
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"FIRMAN JAYA DAELY, SH",L,5
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,YENNI MEILINA LIE,P,6
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Ir. BINTATAR PARLAUNGAN HUTABARAT,L,7
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Drs. H JUMIRAN ABDI,L,8
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,EMMA MARIAAMINA HUTAGAOL,P,9
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,4,PARTAI DEMOKRASI INDONESIA PERJUANGAN,FX. IWAN ADI PURWANA,L,10
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,5,PARTAI GOLONGAN KARYA,Ir. LEO NABABAN,L,1
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,5,PARTAI GOLONGAN KARYA,MEUTYA HAFID,P,2
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,5,PARTAI GOLONGAN KARYA,"HARIARA TAMBUNAN ,SE,SH",L,3
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,5,PARTAI GOLONGAN KARYA,PURNAMA D .NAPITUPULU SITOMPUL,P,4
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,5,PARTAI GOLONGAN KARYA,"Ir.H.AHMAD HUSIN SIREGAR, MM",L,5
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,5,PARTAI GOLONGAN KARYA,"Dr.Ir. JONGKERS TAMPUBOLON,MSc",L,6
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,5,PARTAI GOLONGAN KARYA,"IRHAM BUANA NASUTION,SH.,M.HUM.",L,7
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,5,PARTAI GOLONGAN KARYA,ALDANALIA DELVI,P,8
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,5,PARTAI GOLONGAN KARYA,"H.AKBAR HIMAWAN BUCHARI, SH",L,9
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,5,PARTAI GOLONGAN KARYA,"H.HARDI MULYONO,SE,MAP",L,10
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,6,PARTAI GERAKAN INDONESIA RAYA,"H.R. MUHAMMAD SYAFI'I, SH, M.Hum",L,1
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,6,PARTAI GERAKAN INDONESIA RAYA,"NORA BENDA WASIH MALAU, S.Th",P,2
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,6,PARTAI GERAKAN INDONESIA RAYA,Ir. NELSON NABABAN,L,3
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,6,PARTAI GERAKAN INDONESIA RAYA,PUJOWARNO,L,4
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,6,PARTAI GERAKAN INDONESIA RAYA,JULI SUHAERANI POERBA,P,5
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,6,PARTAI GERAKAN INDONESIA RAYA,"H. ANHAR NASUTION, SE",L,6
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,6,PARTAI GERAKAN INDONESIA RAYA,"DONA YURIKE SIDABUTAR, S.S",P,7
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,6,PARTAI GERAKAN INDONESIA RAYA,"BUDI, SE",L,8
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,6,PARTAI GERAKAN INDONESIA RAYA,"Drs. POSMA H. SITOMPUL, M.Sc",L,9
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,6,PARTAI GERAKAN INDONESIA RAYA,"UPAR PULUNGAN, SH",L,10
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,7,PARTAI DEMOKRAT,"RUHUT POLTAK SITOMPUL, SH",L,1
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,7,PARTAI DEMOKRAT,"Drs. Ir. H. SUTAN BHATOEGANA SIREGAR, MM",L,2
2014,DPR,SUMATERA UTARA,SUMATERA UTARA I,7,PARTAI DEMOKRAT,"SRI NOVIDA, SE",P,3
