Year,Election,Province name,Candidate Name ,,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan,"AGUSTIN NUR MARTINA PUTRI, S.H., M.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan,"ANTUNG FATMAWATI, S.T.",,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan,"Drs. H. MOHAMMAD SOFWAT HADI, S.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan,"H. GUSTI FARID HASAN AMAN, S.E., Akt., M.B.A.",,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan,"H. HESLY JUNIANTO, S.H., M.H",,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan,"H. M.SURIANI SHIDDIQ, S.Ag., M.Si.",,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan,"HABIB HAMID ABDULLAH, S.H., M.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan,HABIB ZAKARIA BAHASYIM,,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan,"Ir. SOEGENG SOESANTO, M.Si.",,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan,MUHAMMAD AUNUL HADI IDHAM CHALID,,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan ,H.SAMSANI,,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan ,"HABIB ABDURRAHMAN BAHASYIM, S.E., M.M.",,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan ,"Ir. H. ADHARIANI, S.H., M.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Selatan ,MUH.IHSANUDIN,,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"ABDUL HAFID, S.Pi.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"Dr. AGUSTIN TERAS NARANG, S.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"Dra. Hj. NORHASANAH, M.Si.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"Drs. FERLY H. SANGEN, M.Si.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"Drs. H. MUHAMMAD YAMIN MUKHTAR, Lc., M.Pd.I.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"H. AMANTO SURYA LANGKA, Lc.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"H. ASRANI, S.E., S.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"H. BAMBANG SURYADI, S.E., M.Si.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"H. MARYONO, S.H.I., M.Si.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"H. MUHAMMAD RAKHMAN, S.E., S.T.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,HABIB SAID ABDURRAHMAN,,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"Hj. PERMANA SARI, S.Si., M.M., M.B.A.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"Hj. YUSTINA ISMIATI, S.H., M.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,Ir. NYELONG INGA SIMON,,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"JAMBEK NICKA, Amd.Kep.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"KH. M. YUSUP ALHUDROMY, S.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,NAPA J. AWAT,,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"Pdt. Dr. SIMPON F. LION, M.Th.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"RINI WIDYASARI DIRAN, S.E., M.M.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"RIRIN ROSYANA, S.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Tengah,"RUDOLF DITA, S.P., S.PKP., M.Si.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,AHMAD SOFYAN MASYKUR,,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"AJI MIRNI MAWARNI, S.T., M.M",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"Dr. DAN BUNTU PARANOAN, M.Si.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"Dr. H. MAHYUDIN, S.T., M.M.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"Dr. Ir. RUSMIYATI, M.P.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"Dr. PIATUR PANGARIBUAN, S.H., M.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"Drs. H. HERMANTO, M.Hum.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,Drs. H. MUHAMMAD IDRIS. S,,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,EDY GUNAWAN,,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,H. AHMAD HENDRY,,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"H. AWANG FERDIAN HIDAYAT, S.E., M.M.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"H. HASANUDDIN, S.H., M.Si.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"H. NANANG SULAIMAN, S.E.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"Hj. SANDRA PUSPA DEWI, S.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"Hj. SITI QOMARIAH, S.E.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"Ir. H. GUNAWARMAN, M.AP.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,Kh. SISWANTO,,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,MOHAMMAD HATTA GARIT,,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,MUSRIL RAHIMSYAH,,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,NAJIRAH HD,,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"NASON NADEAK, S.H., M.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"NASPI ARSYAD, Lc.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"REIMAL KALDHANI, S.I.Kom.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"SUDARNO, S.E.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"SUTRISNO, S.E.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"SYAPARUDIN, S.Sos.",,,,,,,,,,,,,
2019,DPD,Kalimantan Timur,"ZAINAL ARIFIN, A.Md.Kep.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"AHMAD KARTADI, A.Md.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"ALWAN SAPUTRA, S.Pi.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,ASNI HAFID,,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"Dr. Drs. MARTHIN BILLA, M.M.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"Dr. PITHER PALUNGAN, S.E., M.Si.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,Drs. H. NURSYAMSA HADIS,,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"FERNANDO SINAGA, S.Th.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,H. FADLAN HAMID,,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"H. MUHAMMAD ROZAI, S.I.P., M.A.P.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"HASAN BASRI, S.E.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"HERU RACHMADY, S.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"HERWANSYAH, S.E.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"Hj. MISDAWATI, S.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,JOKO SLAMET,,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"KH. MUSLIHUDDIN ABDURRASYID, LC., M.Pd.I.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,MASHUR BIN MOHD ALIAS,,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,MATHIUS SUKIDI,,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,MUHAMMAD ISRA RAMLI,,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"MUKLIS, S.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"RICKY VALENTINO, S.Pt., M.IKom.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"RUMAN TUMBO, S.H.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"SUHARDJO, S.IP.",,,,,,,,,,,,,
2019,DPD,Kalimantan Utara,"ZAKARIA BASRAN, S.E., M.Si.",,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,"ADE SUMIATI, S.IP",,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,ALEXANDER FRANSISCUS,,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,ANDRI,,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,"BAHAR BUASAN, ST., M.S.M., M.Sc",,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,"Dr. H. ZAIDAN, SH., S.Ag., M.Hum ",,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,"Drs. H. A. HUDARNI RANI, SH",,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,Drs. SAIDI KM ,,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,"EKA MULYA PUTRA, SE., M.Si",,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,HAMZAH,,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,"HERRY ERFIAN, ST",,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,"Hj. NOORHARI ASTUTI , S.Sos",,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,Ir. H. DARMANSYAH HUSEN,,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,"Ir. H. ERNAWAN REBUIN, M.M ",,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,"SUHARTO, S.IP., M.Si",,,,,,,,,,,,,
2019,DPD,Kepulauan Bangka Belitung,"Ust. H. ZUHRI M. SYAZALI, Lc.MA",,,,,,,,,,,,,
2019,DPD,Kepulauan Riau,"ALFIN, S.TP., M.H.",,,,,,,,,,,,,
2019,DPD,Kepulauan Riau,"Dr. RICHARD HAMONANGAN PASARIBU, B.Sc., M.Sc.",,,,,,,,,,,,,
2019,DPD,Kepulauan Riau,H. DHARMA SETIAWAN,,,,,,,,,,,,,
2019,DPD,Kepulauan Riau,"H. SUKHRI FARIAL, S.H.",,,,,,,,,,,,,
2019,DPD,Kepulauan Riau,H. SURYA MAKMUR NASUTION,,,,,,,,,,,,,
2019,DPD,Kepulauan Riau,HARDI SELAMAT HOOD,,,,,,,,,,,,,
2019,DPD,Kepulauan Riau,HARIPINTO TANUWIDJAJA,,,,,,,,,,,,,
2019,DPD,Kepulauan Riau,Ir. MUSTOFA WIDJAJA,,,,,,,,,,,,,
2019,DPD,Kepulauan Riau,"M. SYAHRIAL, S.E.",,,,,,,,,,,,,
2019,DPD,Kepulauan Riau,RIA SAPTARIKA,,,,,,,,,,,,,
2019,DPD,Kepulauan Riau,"RIKI SYOLIHIN, S.Fil.I., M.Si.",,,,,,,,,,,,,
2019,DPD,Kepulauan Riau,"SABAR PANDAPOTAN HASIBUAN, S.T., M.Hum.",,,,,,,,,,,,,
2019,DPD,Lampung,A. BEN BELLA,,,,,,,,,,,,,
2019,DPD,Lampung,"AKHMAD HIDAYAT, S.Sos., M.M.",,,,,,,,,,,,,
2019,DPD,Lampung,AMIR FAISAL SANZAYA,,,,,,,,,,,,,
2019,DPD,Lampung,DEWI PRATIWI MANDA SARI,,,,,,,,,,,,,
2019,DPD,Lampung,Dr. H. ANDI SURYA,,,,,,,,,,,,,
2019,DPD,Lampung,dr. JIHAN NURLELA,,,,,,,,,,,,,
2019,DPD,Lampung,Drs. AHMAD BASTIAN SY,,,,,,,,,,,,,
2019,DPD,Lampung,"H. BUSTAMI ZAINUDIN, S.Pd., M.H.",,,,,,,,,,,,,
2019,DPD,Lampung,H. MARSIDI HASAN,,,,,,,,,,,,,
2019,DPD,Lampung,"H. OLFI ANWARI, S.E.",,,,,,,,,,,,,
2019,DPD,Lampung,"HERMAN SISMONO, S.Sos. M.A.P.",,,,,,,,,,,,,
2019,DPD,Lampung,"Hj. IDA JAYA, S.E., M.M.",,,,,,,,,,,,,
2019,DPD,Lampung,"I GEDE SUDIATMAJA, S.H.",,,,,,,,,,,,,
2019,DPD,Lampung,Ir. ANANG PRIHANTORO,,,,,,,,,,,,,
2019,DPD,Lampung,"Ir. H. ABDUL AZIZ ADYAS, S.H.",,,,,,,,,,,,,
2019,DPD,Lampung,"Ir. JAMHARI HADIPURWANTA, M.P.",,,,,,,,,,,,,
2019,DPD,Lampung,"ISMUN ALI, M.Pd.I",,,,,,,,,,,,,
2019,DPD,Lampung,"KH. Ir. ABDUL HAKIM, M.M.",,,,,,,,,,,,,
2019,DPD,Lampung,"M. ALZIER DIANIS THABRANIE, S.E., S.H.",,,,,,,,,,,,,
2019,DPD,Lampung,"NAZARUDIN, S.I.P.",,,,,,,,,,,,,
2019,DPD,Lampung,"NURLITA ZUBAEDAH, S.E.",,,,,,,,,,,,,
2019,DPD,Lampung,TATANG SUMANTRI,,,,,,,,,,,,,
2019,DPD,Lampung,TAUFIK HIDAYAT,,,,,,,,,,,,,
2019,DPD,Lampung,"UMAR SYAH HS, S.I.P.",,,,,,,,,,,,,
2019,DPD,Lampung,"YANTI, S.I.P.",,,,,,,,,,,,,
2019,DPD,Maluku,AHMAD BILAL TUHULELE,,,,,,,,,,,,,
2019,DPD,Maluku,"ANNA LATUCONSINA, SH",,,,,,,,,,,,,
2019,DPD,Maluku,"ANTHONI HATANE, SH, MH",,,,,,,,,,,,,
2019,DPD,Maluku,"Dr. DJUNAIDI RUPELU, SE, M.SI",,,,,,,,,,,,,
2019,DPD,Maluku,"Dr. HERMANUS HATTU, SH, MH",,,,,,,,,,,,,
2019,DPD,Maluku,"Dr. NONO SAMPONO, M.SI",,,,,,,,,,,,,
2019,DPD,Maluku,Drs. BITZAEL S. TEMMAR,,,,,,,,,,,,,
2019,DPD,Maluku,Drs. FREDERIK LATUMAHINA,,,,,,,,,,,,,
2019,DPD,Maluku,"Drs. JOHOZUA M. YOLTUWU, M.SI",,,,,,,,,,,,,
2019,DPD,Maluku,"EDDY SAMBUAGA, M.SC",,,,,,,,,,,,,
2019,DPD,Maluku,ELVIS CHARLES LAHALLO,,,,,,,,,,,,,
2019,DPD,Maluku,ENGELINA H. L. PATTIASINA,,,,,,,,,,,,,
2019,DPD,Maluku,EVERD HERMAN KERMITTE,,,,,,,,,,,,,
2019,DPD,Maluku,"H. MOHAMAD SUHFI MAJID, ST, M.SI",,,,,,,,,,,,,
2019,DPD,Maluku,"Ir. HENDRIK KOEDOEBOEN, MM, M.SI, C.EIA",,,,,,,,,,,,,
2019,DPD,Maluku,Ir. MASBANSA SANGADJI,,,,,,,,,,,,,
2019,DPD,Maluku,"Ir. MOH. ZIDIK SANGADJI, M.SI",,,,,,,,,,,,,
2019,DPD,Maluku,Ir. MUHAMAD YASIR KAISUKU,,,,,,,,,,,,,
2019,DPD,Maluku,"JOSEPH SIKTEUBUN, S.SOS",,,,,,,,,,,,,
2019,DPD,Maluku,"LUTHFI SANAKY, SH, MH",,,,,,,,,,,,,
2019,DPD,Maluku,M. BARKAH PATTIMAHU,,,,,,,,,,,,,
2019,DPD,Maluku,"MIRATI DEWANINGSIH, ST",,,,,,,,,,,,,
2019,DPD,Maluku,"MOHAMAD IKHSAN TUALEKA, S.IP, M.I.K",,,,,,,,,,,,,
2019,DPD,Maluku,"MUSYAFI RUMADAN, S.IP",,,,,,,,,,,,,
2019,DPD,Maluku,"NOVITA ANAKOTTA, SH, MH",,,,,,,,,,,,,
2019,DPD,Maluku,"ONGKI ANAKODA, SH",,,,,,,,,,,,,
2019,DPD,Maluku,"Prof. Dr. JOHN PIERIS, SH, MS",,,,,,,,,,,,,
2019,DPD,Maluku,"RIZALDI LIMPAS, SH",,,,,,,,,,,,,
2019,DPD,Maluku,ZULKARNAIN AWAT AMIR,,,,,,,,,,,,,
2019,DPD,Maluku Utara,"ADE Hi. TAHER, S.A.P.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"BASRI DODO, S.H., M.H.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,BURHAN ISMAIL,,,,,,,,,,,,,
2019,DPD,Maluku Utara,"CHAIDIR DJAFAR, S.E., M.Si.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"Dr. SAIFUL AHMAD, M.Si.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"H. SALAHUDDIN ADRIAS, S.T., M.A.P.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,HASAN FADEL,,,,,,,,,,,,,
2019,DPD,Maluku Utara,"Hj. NURHAYATI AMIN, S.H., M.Si.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,Hj. SURIATI ARMAIYN,,,,,,,,,,,,,
2019,DPD,Maluku Utara,"HUSAIN ALTING SJAH, S.E., M.M.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"IKBAL Hi. DJABID, S.E., M.M.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"IMAM SISWANTO BOYRATAN, S.E.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"Ir. NAMTO ROBA, S.H.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"Ir. TJATUR SAPTO EDY, M.T.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"MATHEUS STEFI PASIMANJEKU, S.H.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"MUH. WAJDI RAHMAN, S.I.P., M.Si.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,NOVERIUS AGUSTINUS BULANGO,,,,,,,,,,,,,
2019,DPD,Maluku Utara,"Pdt. JACOB MATHEIS SOSELISA, S.Th.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"RIEDNO GRAAL TALIAWO, S.Sos., M.Si.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"SAHRIN HAMID, S.H.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"SARKA ELADJOUW, S.E.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"TONY PULO, S.H., M.H.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,"YADI UTOKOY, S.H., M.H.",,,,,,,,,,,,,
2019,DPD,Maluku Utara,YULIANTY E. HASAN DOA,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"BAIQ DIYAH RATU GANEFI, SH",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"Dra. Hj. NURJANAH, SH",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"Drs. AYIP ROSIDI,MM",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,Drs. H. MARINAH HARDI,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"Drs. H.M. ALI. H. ARAHIM, M.Pd",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"Drs. KURNIAWAN ARMIN, MM",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,ELY SOLIHIN. S.Kep,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"EVI APITA MAYA, SH., M.Kn",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"H. ARSYAD, S.E., MM",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"H. IRZANI,S.Pd., M.Si",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"H. LALU GEDE SYAMSUL MUHAJIDIN, SE",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,H. LALU MUHAMMAD SUKRIADI,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,H. LALU SUHAIMI ISMY,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"H. SUNARDI AYUB, SH",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"HAIFA AKBAR, SS",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"Hj. ROBIATUL ADAWIYAH, SE",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"Ir. H. ACHMAD SUKISMAN AZMY, M.Hum",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"Ir. H. MUDAHAN HADZIE, M.Si",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,Ir. MOH. KISMAN PANGERAN,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"LALU DIDIT PATRIA A.O.C, SH",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"MARWAN HAKIM, S.Kom., M.Kom., MM",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,Prof. Dr. FAROUK MUHAMMAD,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"RIMA NOFIYANTI, S.Pi",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"SIGAP, S.Pd., M.Pd",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,TAUFIK LA TOFI,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,"TGH. IBNU HALIL., S.Ag., M.Pd.i",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Barat,YUSRIN FALAHI HAIKAL,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"ABDULLAH P. ULUMANDO, SE.",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"ABRAHAM LIYANTO, IR",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"AGUSTINUS LESEK, S.FIL.",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"ALEKSIUS ARMANJAYA, S.S., M.H.",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"ANGELIUS WAKE KAKO, S.Pd., M.Si",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,ANTONIUS F. BETHAN,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"DAVID SUTARTO, ST",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,dr. ASYERA RESPATI A. WUNDALERO,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"Dr. HYRONIMUS AGUSTINUS FERNANDEZ., dr., M.Kes",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"Dr. phil. NORBETUS JEGALUS, MA",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"Dr. YUSTINA NDUNG, S.Pd., M.Si",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"Drs. DJATA DOMINIKUS, M.Si",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"Drs. H. YAHIDIN UMAR, M.Si",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,Drs. PRAMODHANA PURNALAKISTA ,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"Drs. YAKUB BOBO, MT",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,FLAVIANUS NESTOR EMBUN ,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"FRANSISKUS RAMLI, S.H",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"FRANSISKUS SALEM, SH., M.Si",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"HILDA MANAFE, SE., MM.",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"Ir. BERNALDUS YOHANES RALDY DOY, M.Si",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,Ir. KAREL JANI MBOEIK,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,Ir. SARAH LERY MBOEIK,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,JEVRIANUS BILI,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"JIMMI WILLIBAIDUS SIANTO, SE., MM",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,JOHANES FRANSISKUS RIBERU,,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"KORNELIS SOI, SH.",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"LUSIA ADINDA DUA NURAK, S.Pd., MM",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"MARTHINUS J.E. MEDAH, SE.",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"MARTINUS SIKI, SH., MH.",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"MARTINUS SUWARDI MANTRO, S.Si.",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"RONNY NUBATONIS, ST.",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"SERVATIUS LAWANG, SH., M.M",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"SYARIFUDIN ATASOGE, S.Pd., M.Pd.",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"VENTJE JR ABANIT, SE.",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"YAREMIAS NDOEN, ST., M.Si.",,,,,,,,,,,,,
2019,DPD,Nusa Tenggara Timur,"YUSTINA GOO, S.Pd., M.Kes.",,,,,,,,,,,,,
2019,DPD,Papua,"CAREL S.P. SUEBU, SE",,,,,,,,,,,,,
2019,DPD,Papua,DAVIS KAMBUAYA,,,,,,,,,,,,,
2019,DPD,Papua,DAYANA,,,,,,,,,,,,,
2019,DPD,Papua,"Drs. PAULUS YOHANES SUMINO, MM., OFS",,,,,,,,,,,,,
2019,DPD,Papua,"HABELINO SAWAKI, SH., M.Si (HAN)",,,,,,,,,,,,,
2019,DPD,Papua,"HASBI SUAIB, ST., MH",,,,,,,,,,,,,
2019,DPD,Papua,HELINA MURIB,,,,,,,,,,,,,
2019,DPD,Papua,LALITA,,,,,,,,,,,,,
2019,DPD,Papua,OTOPIANUS P. TEBAI,,,,,,,,,,,,,
2019,DPD,Papua,"Pdt. RUBEN UAMANG, S.Th., MA",,,,,,,,,,,,,
2019,DPD,Papua,"WILHELMUS ROLLO, SE",,,,,,,,,,,,,
2019,DPD,Papua,"YOHANIS D. REDA, ST., SH., MH",,,,,,,,,,,,,
2019,DPD,Papua,"YOHANNES FAJAR I. KAMBON, S.IP, M.DevPract",,,,,,,,,,,,,
2019,DPD,Papua,YORRYS RAWEYAI,,,,,,,,,,,,,
2019,DPD,Papua Barat,"ABDULLAH MANARAY, ST.",,,,,,,,,,,,,
2019,DPD,Papua Barat,"AMOS LUKAS WATORI, SH.",,,,,,,,,,,,,
2019,DPD,Papua Barat,"FILEP WAMAFMA, SH., M.Hum.",,,,,,,,,,,,,
2019,DPD,Papua Barat,"JACOB ESAU KOMIGI, SH., MM.",,,,,,,,,,,,,
2019,DPD,Papua Barat,"KARIADI, SH., MH.",,,,,,,,,,,,,
2019,DPD,Papua Barat,"M. SANUSI RAHANINGMAS, S.Sos., M.MSip.",,,,,,,,,,,,,
2019,DPD,Papua Barat,"MAMBEROB YOSEPHUS RUMAKIEK, S.Si., M.Kesos.",,,,,,,,,,,,,
2019,DPD,Papua Barat,"SIRAJUDIN, SH.",,,,,,,,,,,,,
2019,DPD,Papua Barat,SOFIA MAIPAUW,,,,,,,,,,,,,
2019,DPD,Papua Barat,"YANCE SAMONSABRA, SH.",,,,,,,,,,,,,
