Year,Election ,Province name,Candidate name,,,,,,,,,
2024,DPD,KEP.Bangka Belitung,"H. EKA MULYA PUTRA, S.E., M.Si.",,,,,,,,,
2024,DPD,KEP.Bangka Belitung,H. YUS DERAHMAN,,,,,,,,,
2024,DPD,KEP.Bangka Belitung,"HERRY ERFIAN, S.T.",,,,,,,,,
2024,DPD,KEP.Bangka Belitung,Ir. H. DARMANSYAH HUSEIN,,,,,,,,,
2024,DPD,KEP.Bangka Belitung,Ust. H. RUSDIYANTO,,,,,,,,,
2024,DPD,KEP.Bangka Belitung,Ust. H. ZUHRI M. SYAZALI,,,,,,,,,
2024,DPD,KEP.Riau,"DAVID FAREL SIBUEA, M.Th., D.Min.",,,,,,,,,
2024,DPD,KEP.Riau,"Dr. RICHARD HAMONANGAN PASARIBU, B.Sc., M.Sc.",,,,,,,,,
2024,DPD,KEP.Riau,"Drs. H. HARDI SELAMAT HOOD, M.Si., Ph.D.",,,,,,,,,
2024,DPD,KEP.Riau,Drs. ISMETH ABDULLAH,,,,,,,,,
2024,DPD,KEP.Riau,"DWI AJENG SEKAR RESPATY, S.H., M.Kn.",,,,,,,,,
2024,DPD,KEP.Riau,"GERRY YASID, S.H., M.H.",,,,,,,,,
2024,DPD,KEP.Riau,H. DHARMA SETIAWAN,,,,,,,,,
2024,DPD,KEP.Riau,HARIPINTO TANUWIDJAJA,,,,,,,,,
2024,DPD,KEP.Riau,Ir. HOTMAN HUTAPEA,,,,,,,,,
2024,DPD,KEP.Riau,"JUANDA, S.Mn., M.M.",,,,,,,,,
2024,DPD,KEP.Riau,RIA SAPTARIKA,,,,,,,,,
2024,DPD,KEP.Riau,SIRAJUDIN NUR,,,,,,,,,
2024,DPD,KEP.Riau,STEPHANE GERALD MARTOGI SIBURIAN,,,,,,,,,
2024,DPD,KEP.Riau,"SUNARTO PONIMAN, S.H.",,,,,,,,,
2024,DPD,Lampung,AGUNG IMAM PRASETYO,,,,,,,,,
2024,DPD,Lampung,"ALMIRA NABILA FAUZI, B.Bus. Com.",,,,,,,,,
2024,DPD,Lampung,"DAVIT KURNIAWAN, S. Kom.",,,,,,,,,
2024,DPD,Lampung,"DEVI SISWANDANI, S.Pd",,,,,,,,,
2024,DPD,Lampung,"Dr. H. BUSTAMI ZAINUDIN, S.Pd, M.H.",,,,,,,,,
2024,DPD,Lampung,"dr. JIHAN NURLELA, M.M.",,,,,,,,,
2024,DPD,Lampung,Drs. H. AHMAD BASTIAN SY,,,,,,,,,
2024,DPD,Lampung,"DYAH SITI NURAINI, S.E., M.Ak.",,,,,,,,,
2024,DPD,Lampung,"FARAH NURIZA AMELIA, S.H.",,,,,,,,,
2024,DPD,Lampung,"H. BENNY UZER, S.H.",,,,,,,,,
2024,DPD,Lampung,"H. KHAIDIR BUJUNG, S.Ag., M.M.",,,,,,,,,
2024,DPD,Lampung,"H. SM HERLAMBANG, S.H., M.H",,,,,,,,,
2024,DPD,Lampung,"H. SUPENO, S.H.I.",,,,,,,,,
2024,DPD,Lampung,H. TULUS PURNOMO WIBOWO,,,,,,,,,
2024,DPD,Lampung,HERI PROLETARI DWI KARTIKA.AZ,,,,,,,,,
2024,DPD,Lampung,"KH. L. ABDUL HAKIM, M.M.",,,,,,,,,
2024,DPD,Lampung,PETRUS TANDRA,,,,,,,,,
2024,DPD,Maluku,"ANNA LATUCONSINA, S.H., S.I.Kom.",,,,,,,,,
2024,DPD,Maluku,"BISRI AS SHIDDIQ LATUCONSINA, S.Sos.",,,,,,,,,
2024,DPD,Maluku,"Dr. NONO SAMPONO, M.Si.",,,,,,,,,
2024,DPD,Maluku,"FRANGKOIS KLEMENS ORNO, S.I.P.",,,,,,,,,
2024,DPD,Maluku,"Ir. HASANUDDIN RUMRA, M.SÍ.",,,,,,,,,
2024,DPD,Maluku,"Ir. MELKIAS L. FRANS, M.SL.",,,,,,,,,
2024,DPD,Maluku,"JOSEPH SIKTEUBUN, S.Sos.",,,,,,,,,
2024,DPD,Maluku,"MIRATI DEWANINGSIH, S.T.",,,,,,,,,
2024,DPD,Maluku,"NOVITA ANAKOTTA, S.H., M.H.",,,,,,,,,
2024,DPD,Maluku,"SAMSON YASIR ALKATIRI, S.Pi., M.Si.",,,,,,,,,
2024,DPD,Maluku,"SITTI AMINA AMAHORU, S.S., M.IKom.",,,,,,,,,
2024,DPD,Maluku,Н. M. YASIN WELSON LAJAHA,,,,,,,,,
2024,DPD,Maluku Utara,"Dr. RIVAI UMAR, S.E., M.Si.",,,,,,,,,
2024,DPD,Maluku Utara,"Dr. SUDJUD SIRADJUDDIN, S.H., M.H.",,,,,,,,,
2024,DPD,Maluku Utara,"HASBY YUSUF, S.E.",,,,,,,,,
2024,DPD,Maluku Utara,HELMI UMAR MUCHSIN,,,,,,,,,
2024,DPD,Maluku Utara,"HIDAYAT M. SJAH, S.I.P., M.A.P.",,,,,,,,,
2024,DPD,Maluku Utara,"IKBAL HI. DJABID, S.E., M.M.",,,,,,,,,
2024,DPD,Maluku Utara,"Ir. NAMTO ROBA, S.H.",,,,,,,,,
2024,DPD,Maluku Utara,MAKMURDIN MUS,,,,,,,,,
2024,DPD,Maluku Utara,ROSIANA SYARIF,,,,,,,,,
2024,DPD,Maluku Utara,"SAHRANI SOMADAYO, S.T., M.Si.",,,,,,,,,
2024,DPD,Maluku Utara,"SAHRIN HAMID, S.H.",,,,,,,,,
2024,DPD,Maluku Utara,"SALLU AJAM, S.E.",,,,,,,,,
2024,DPD,Maluku Utara,"SARKA ELADJOUW, S.E",,,,,,,,,
2024,DPD,Maluku Utara,"SUGENG CAHYONO, S.H., M.Si.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"BRIGJEN TNI (Pum.) LALU RUDY I. SRIGEDE, S.T., M.Si.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"Dr. AHMAD TURMUZI, S.S., M.Pd.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"Dr. Drs. H. MUSA SHOFIANDY, S.H., M.M.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,Drs. H. RIDWAN HIDAYAT,,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"H. ACHMAD SUKISMAN AZMY, M.H.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,H. LALU SUHAIMI ISMY,,,,,,,,,
2024,DPD,Nusa Tenggara Barat,H.SUHUBUNNURI,,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"Hj. EVI APITA MAYA, S.H., M.Kn.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"Hj. MAUREEN G. WENAS, S.E.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,Hj. NURHAIDAH,,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"JAMHARI LATIF, S.E.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,MASKAHYANGAN,,,,,,,,,
2024,DPD,Nusa Tenggara Barat,MIRAH MIDADAN FAHMID,,,,,,,,,
2024,DPD,Nusa Tenggara Barat,MUH RIFKI FARABI,,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"MULYADI, S.P.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"NURDIN RANGGABARANI, S.H., M.H.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"SA'ADATUL HAYATI PUTRI, S.K.G.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"SABOLAH, M.Pd.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,TAUHID RIFAI .S.Ag,,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"TGH. IBNU HALIL, S.Ag., M.Pd.I.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"TGH. LALU GEDE MUHAMAD ALI WIRASAKTI AMIR MURNI, M.A.",,,,,,,,,
2024,DPD,Nusa Tenggara Barat,"TGH. MUHAIMIN YAHYA MUTAWALLI, S.Sos.",,,,,,,,,
2024,DPD,Nusa Tenggara Timur,"ANGELIUS WAKE KAKO, S.Pd.,M.Si.",,,,,,,,,
2024,DPD,Nusa Tenggara Timur,"CHRISTOPHER RAYMOND TANNUR, S.E.",,,,,,,,,
2024,DPD,Nusa Tenggara Timur,dr. ASYERA R.A. WUNDALERO,,,,,,,,,
2024,DPD,Nusa Tenggara Timur,dr. MARIA STEVI HARMAN,,,,,,,,,
2024,DPD,Nusa Tenggara Timur,"Drs. JULIANUS POTE LEBA, M.Si.",,,,,,,,,
2024,DPD,Nusa Tenggara Timur,"EL ASAMAU, S.IP., M.P.P.",,,,,,,,,
2024,DPD,Nusa Tenggara Timur,"FERDINANDUS HASIMAN, S.S., M.IP",,,,,,,,,
2024,DPD,Nusa Tenggara Timur,H. MUSTAFA,,,,,,,,,
2024,DPD,Nusa Tenggara Timur,"HILDA MANAFE, S.E., M.M.",,,,,,,,,
2024,DPD,Nusa Tenggara Timur,"HIRONIMUS MAWO DOPO, S.E.",,,,,,,,,
2024,DPD,Nusa Tenggara Timur,Ir. ABRAHAM LIYANTO,,,,,,,,,
2024,DPD,Nusa Tenggara Timur,Ir. SARAH LERY MBOBIK SITI SAUDAH,,,,,,,,,
2024,DPD,Nusa Tenggara Timur,"Ir. THOMAS SERAN, M.M.",,,,,,,,,
2024,DPD,Nusa Tenggara Timur,IVAN R. RONDO,,,,,,,,,
2024,DPD,Nusa Tenggara Timur,"MAKSIMUS RAMSES LALONGKOE, S.Sos., M.Sc.",,,,,,,,,
2024,DPD,Nusa Tenggara Timur,PATJE OKTOFIANUS TASUIB. S.Sos.,,,,,,,,,
2024,DPD,Nusa Tenggara Timur,"UMBU WULANG TANAAMAH PARANGGI, S. Ses.",,,,,,,,,
2024,DPD,Papua,"CAREL SIMON PETRUS SUEBU, S.E.",,,,,,,,,
2024,DPD,Papua,DARUSSALAM DAMIR KS,,,,,,,,,
2024,DPD,Papua,"H. KUMAR, S.Ag., S.H., M.H.",,,,,,,,,
2024,DPD,Papua,"H. MADDU MALLU, S.E.",,,,,,,,,
2024,DPD,Papua,"HENOCK PURARO, S.Sos.",,,,,,,,,
2024,DPD,Papua,"LALITA, S.H.",,,,,,,,,
2024,DPD,Papua,"MOH EL BAHAR, S.E.",,,,,,,,,
2024,DPD,Papua,NUR DAVID PERMANA,,,,,,,,,
2024,DPD,Papua,"Pdt. DAVID HAROLD WAROMI, SM.Th.",,,,,,,,,
2024,DPD,Papua,"REGINA MUABUAY, S.Pd.",,,,,,,,,
2024,DPD,Papua,YAKONIAS WABRAR,,,,,,,,,
2024,DPD,Papua Barat,"ABDULLAH MANARAY, S.T.",,,,,,,,,
2024,DPD,Papua Barat,ADOLOF FONATABA. S.Pt.,,,,,,,,,
2024,DPD,Papua Barat,"Dr. FILEP WAMAFMA. S.H., M.Hum.",,,,,,,,,
2024,DPD,Papua Barat,"H. SUYANTO, S.H., M.Kn., M.H.",,,,,,,,,
2024,DPD,Papua Barat,"ISHAK MANDACAN, S.H.",,,,,,,,,
2024,DPD,Papua Barat,JEFERSON JEMI LIUNSANDA,,,,,,,,,
2024,DPD,Papua Barat,"LAMEK DOWANSIBA, A.Md.Par.",,,,,,,,,
2024,DPD,Papua Barat,RUDOLF ANTHONIUS TONDOK. S.Kom.,,,,,,,,,
2024,DPD,Papua Barat,"SAMAD RUMALOLAS, S.Sos.",,,,,,,,,
2024,DPD,Papua Barat,"WILLIAM ABRAHAM RAMAR, S.Pd.",,,,,,,,,
2024,DPD,Papua Barat,"YANCE SAMONSABRA, S.H., M.Si.",,,,,,,,,
2024,DPD,Papua Barat,"ZAKARIAS FENETIRUMA, S.Pd.",,,,,,,,,
2024,DPD,Papua Barat Daya,"AGIL SAENI, S.Hut., M.Si.",,,,,,,,,
2024,DPD,Papua Barat Daya,"AGUSTINUS R. KAMBUAYA, S.I.P.",,,,,,,,,
2024,DPD,Papua Barat Daya,"AMALUT BOINAUW, S.I.P.",,,,,,,,,
2024,DPD,Papua Barat Daya,"AMUS ATKANA, S.H., S.Pt., M.M.",,,,,,,,,
2024,DPD,Papua Barat Daya,H. HARTONO,,,,,,,,,
2024,DPD,Papua Barat Daya,"HASBI SUAIB, S.T., M.H.",,,,,,,,,
2024,DPD,Papua Barat Daya,"M. SANUSI RAHANINGMAS, S.Sos., M.M.Sip.",,,,,,,,,
2024,DPD,Papua Barat Daya,"MUHDAR ICHSAN WEUL, S.P.",,,,,,,,,
2024,DPD,Papua Barat Daya,"PAUL FINSEN MAYOR, S.I.P., CM.NNLP.",,,,,,,,,
2024,DPD,Papua Barat Daya,"Pdt. MAMBEROB Y. RUMAKIEK, S.Si., M.Kesos.",,,,,,,,,
2024,DPD,Papua Barat Daya,"SEPTINUS LOBAT, S.H.",,,,,,,,,
2024,DPD,Papua Barat Daya,"SOKHIB NAIM, S.H., M.H.",,,,,,,,,
2024,DPD,Papua Selatan,ADIB FUAD,,,,,,,,,
2024,DPD,Papua Selatan,"AGUSTA KURUWOP, S.Sos.",,,,,,,,,
2024,DPD,Papua Selatan,ANTO,,,,,,,,,
2024,DPD,Papua Selatan,"DAYANA, A.P.Par.",,,,,,,,,
2024,DPD,Papua Selatan,FRANSISKUS OHOIWUTUN,,,,,,,,,
2024,DPD,Papua Selatan,"FRITS TOBO WAKASU, S.PAK., S.H.",,,,,,,,,
2024,DPD,Papua Selatan,"JANNERS JOKSAN NUSSY, S.H.",,,,,,,,,
2024,DPD,Papua Selatan,"KRISANTO FRANSISKUS X. AGAWEMU, S.P. W.K.",,,,,,,,,
2024,DPD,Papua Selatan,LE ROY T. AGAKI,,,,,,,,,
2024,DPD,Papua Selatan,"MARSIA LEFTEUW, S.Sos.",,,,,,,,,
2024,DPD,Papua Selatan,"MERRY GOBAY, S.E.",,,,,,,,,
2024,DPD,Papua Selatan,"Pdt. CARLES SIMARE MARE, S.Th., M.SI.",,,,,,,,,
2024,DPD,Papua Selatan,"RUDY TIRTAYANA, S.E.",,,,,,,,,
2024,DPD,Papua Selatan,"SIMON PETRUS BALAGAISE, A.Md. Par.",,,,,,,,,
2024,DPD,Papua Selatan,"SULARSO, S.E.",,,,,,,,,
2024,DPD,Papua Selatan,"URBANUS ALEU KAIZE, S.I.P., M.A.P.",,,,,,,,,
2024,DPD,Papua Selatan,"YACOBUS DUWIRI, S.E., M.SI.",,,,,,,,,
2024,DPD,Papua Tengah ,"ARNOLD BENEDIKTUS KAYAME, S.H.",,,,,,,,,
2024,DPD,Papua Tengah ,"EKA KRISTINA YEIMO, S.Pd.. M.Si.",,,,,,,,,
2024,DPD,Papua Tengah ,"HAM NAWIPA, S.Sos.",,,,,,,,,
2024,DPD,Papua Tengah ,"JHONI UKAGO, S.Ak",,,,,,,,,
2024,DPD,Papua Tengah ,LIS TABUNI,,,,,,,,,
2024,DPD,Papua Tengah ,"MICHAEL EDOWAI, S.I.Kom.",,,,,,,,,
2024,DPD,Papua Tengah ,"Pdt. RUBEN UAMANG, S.Th., MA.",,,,,,,,,
2024,DPD,Papua Tengah ,"SHANIA MONINGGA HINDOM, S.H",,,,,,,,,
2024,DPD,Papua Tengah ,"WHENSLAUS TEBAY, S.HI",,,,,,,,,
2024,DPD,Papua Tengah ,WILHELMUS PIGAI,,,,,,,,,
2024,DPD,Papua Tengah ,YORRYS RAWEYAI,,,,,,,,,
2024,DPD,Papua Tengah ,"YOSEPHINA PIGAI, S. Sos.",,,,,,,,,
2024,DPD,Riau,"ALPASIRIN, S.I.P., M.I.P.",,,,,,,,,
2024,DPD,Riau,"ARIF EKA SAPUTRA, S.PI.",,,,,,,,,
2024,DPD,Riau,"BENSON SINAGA, S.E.",,,,,,,,,
2024,DPD,Riau,"dr. BIRAN AFFANDI YUSRIONO, M.H.",,,,,,,,,
2024,DPD,Riau,"Dr. drh. H. CHAIDIR, M.M.",,,,,,,,,
2024,DPD,Riau,"Dr. H. M RIZAL AKBAR, S.Si., M. Phil.",,,,,,,,,
2024,DPD,Riau,"Dr. Hj. MISHARTI, S.Ag., M.Si",,,,,,,,,
2024,DPD,Riau,"Dr. RIZALDI PUTRA, MBA.",,,,,,,,,
2024,DPD,Riau,"Drs. H. MARTIUS BUSTI, M.M., M.H.",,,,,,,,,
2024,DPD,Riau,EDDY BUDIANTO,,,,,,,,,
2024,DPD,Riau,"ELFENNI ERDIANTA BR. BANGUN, S.H., M.H.",,,,,,,,,
2024,DPD,Riau,"H. ABDUL HAMID, S.PI., M.Si.",,,,,,,,,
2024,DPD,Riau,"H. EDWIN PRATAMA PUTRA, S.H.",,,,,,,,,
2024,DPD,Riau,"H. HERMAN MASKAR, S.Pd., M.Si.",,,,,,,,,
2024,DPD,Riau,"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",,,,,,,,,
2024,DPD,Riau,"H. PEBRIALIN RAZAK, S.E.,M.Si.",,,,,,,,,
2024,DPD,Riau,"H. T. RUSLI AHMAD, S.E., M.M.",,,,,,,,,
2024,DPD,Riau,"Hj. MIMI LUTMILA, S.Si.",,,,,,,,,
2024,DPD,Riau,"HOPEA INGVIRNIA ERWIN, S.H., M.H.",,,,,,,,,
2024,DPD,Riau,Ir. ICHWANUL IHSAN,,,,,,,,,
2024,DPD,Riau,"JUPRIZAL, S.Th.I., S.H., M.H.",,,,,,,,,
2024,DPD,Riau,"K.H. MUHAMMAD MURSYID, M.Pd.I.",,,,,,,,,
2024,DPD,Riau,KHARISMAN RISANDA,,,,,,,,,
2024,DPD,Riau,"LAMPITA PAKPAHAN, S.H.",,,,,,,,,
2024,DPD,Riau,"PATAR SITANGGANG, S.H.,M.H.",,,,,,,,,
2024,DPD,Riau,"RIDO RIKARDO, S.H., M.H.",,,,,,,,,
2024,DPD,Riau,"ROMWEL SITOMPUL, S.H.",,,,,,,,,
2024,DPD,Riau,"SEWITRI, S.E.",,,,,,,,,
2024,DPD,Riau,"YOSRIZAL, S.T., M.Si.",,,,,,,,,
2024,DPD,Sulawesi Barat,  RISBAR BERLIAN BACHRI,,,,,,,,,
2024,DPD,Sulawesi Barat,"A. IAN ALI BAAL MASDAR, S.H.",,,,,,,,,
2024,DPD,Sulawesi Barat,"ABD JAWAS GANI, S.H., M.H.",,,,,,,,,
2024,DPD,Sulawesi Barat,ANDI MUH. ICHSAN,,,,,,,,,
2024,DPD,Sulawesi Barat,"ANDRI PRAYOGA PUTRA SINGKARRU, MSc.",,,,,,,,,
2024,DPD,Sulawesi Barat,BASTIAN BASRI,,,,,,,,,
2024,DPD,Sulawesi Barat,"BUSTAN BASIR, S.H.I, M.A.",,,,,,,,,
2024,DPD,Sulawesi Barat,"Dr. SEMUEL LINGGI TOPAYUNG, M.A.P.",,,,,,,,,
2024,DPD,Sulawesi Barat,"Drs. H. HARUN, M.M.",,,,,,,,,
2024,DPD,Sulawesi Barat,Drs. HAJI HUSAIN,,,,,,,,,
2024,DPD,Sulawesi Barat,H. ALMALIK PABABARI,,,,,,,,,
2024,DPD,Sulawesi Barat,"H. KALMA KATTA, S.Sos., M.M.",,,,,,,,,
2024,DPD,Sulawesi Barat,H. SUKARDY MUHAMMAD NOER,,,,,,,,,
2024,DPD,Sulawesi Barat,HASAN BADO,,,,,,,,,
2024,DPD,Sulawesi Barat,"HEINCE DEMMABUTTU, S.I.P.",,,,,,,,,
2024,DPD,Sulawesi Barat,"Ir. H. HAMSAH SUNUBA, M. Kes.",,,,,,,,,
2024,DPD,Sulawesi Barat,ISWAR,,,,,,,,,
2024,DPD,Sulawesi Barat,"JUPRI MAHMUD, S.E.",,,,,,,,,
2024,DPD,Sulawesi Barat,"LEONAR BONGGA, S.H.",,,,,,,,,
2024,DPD,Sulawesi Barat,MUHAIMIN FAISAL,,,,,,,,,
2024,DPD,Sulawesi Barat,"MUHAMMAD HATTA KAINANG, S.H ",,,,,,,,,
2024,DPD,Sulawesi Barat,"Pdt. YAVED NATANIEL, S.Th.",,,,,,,,,
2024,DPD,Sulawesi Barat,"SUPRIADI YUSUF, S.Si., M.Si.",,,,,,,,,
2024,DPD,Sulawesi Selatan ,"A. ABD. WARIS HALID, B.S., M.M.",,,,,,,,,
2024,DPD,Sulawesi Selatan ,A. HATTA MARAKARMA,,,,,,,,,
2024,DPD,Sulawesi Selatan ,ANDI BASO RYADI MAPPASULLE,,,,,,,,,
2024,DPD,Sulawesi Selatan ,ANDI MUH. IHSAN,,,,,,,,,
2024,DPD,Sulawesi Selatan ,"DATU LUWU ANDI MARADANG MACKULAU, S.H.",,,,,,,,,
2024,DPD,Sulawesi Selatan ,"Dr. Apt. H. ANDI MUH YAGKIN PADJALANGI, M.Kes.",,,,,,,,,
2024,DPD,Sulawesi Selatan ,"Dr. Ir. H. A. M. YUSRAN PARIS, M.M.",,,,,,,,,
2024,DPD,Sulawesi Selatan ,"Drs. H. ABD. RAHMAN, M.M.",,,,,,,,,
2024,DPD,Sulawesi Selatan ,"ELLI OSCHAR, M.Pd.I",,,,,,,,,
2024,DPD,Sulawesi Selatan ,"H. AL HIDAYAT SAMSU, S.Pd., M.Pd.",,,,,,,,,
2024,DPD,Sulawesi Selatan ,HARMANSYAH,,,,,,,,,
2024,DPD,Sulawesi Selatan ,"Ir. H. A. CHAIRIL ANWAR, M.M.",,,,,,,,,
2024,DPD,Sulawesi Selatan ,"Ir. H. MUHAMMAD NASYIT UMAR, SP.",,,,,,,,,
2024,DPD,Sulawesi Selatan ,"LILY AMELIA SALURAPA, S.E., M.M.",,,,,,,,,
2024,DPD,Sulawesi Selatan ,"Pdt. MUSA SALUSU, M.Th.",,,,,,,,,
2024,DPD,Sulawesi Selatan ,Prof. Dr. H IDRUS ANDI PATURUSI,,,,,,,,,
2024,DPD,Sulawesi Selatan ,ST. DIZA RASYID ALI,,,,,,,,,
2024,DPD,Sulawesi Selatan ,TAMSIL LINRUNG,,,,,,,,,
2024,DPD,Sulawesi Tengah ,"AAN ARIF LATADANO, S.T.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,ABCANDRA MUHAMMAD AKBAR,,,,,,,,,
2024,DPD,Sulawesi Tengah ,"AHMAD SYAIFULLAH MALONDA, S.P.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"ANDHIKA MAYRIZAL AMIR, S.H., M.Kn.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"ANDI PARENRENGI, S.T.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"ARIFIN SUNUSI, S.H., MBT.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,BUDIMAN JAYA ASHARI,,,,,,,,,
2024,DPD,Sulawesi Tengah ,"DEWANTORO, S.Fil.I.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"Dr. ABDUL RACHMAN THAHA, S.H., M.H.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"EVA SUSANTI H BANDE, S.Sos.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"FEBRIYANTHI HONGKIRIWANG, S.Si., Apt.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"H. MUSTAR LABOLO, S.Sos., M.Pd.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"IKBAL BASIR KHAN LUKKY SEMEN, S.E.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"Ir. H. SYAIFULLAH DJAFAR, M.Si.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"Ir. MOH. FAIZAL MANG, M.M.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"Ir. TRIE IRIANY LAMAKAMPALI, M.M.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"MUGIRA, S.H.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,Pdt. RINALDI DAMANIK SITI ZAHRIA,,,,,,,,,
2024,DPD,Sulawesi Tengah ,PERI COKROAMINOTO,,,,,,,,,
2024,DPD,Sulawesi Tengah ,RAFIQ AL-AMRI,,,,,,,,,
2024,DPD,Sulawesi Tengah ,"SUHARDI, S.Th.I.",,,,,,,,,
2024,DPD,Sulawesi Tengah ,"SUPRATMAN, S.H.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,ABDUL JALIL,,,,,,,,,
2024,DPD,Sulawesi Tenggara,"ALMAGHFIRAH SAPRI, S.H.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,AMNAENI DG. TABAJI,,,,,,,,,
2024,DPD,Sulawesi Tenggara,"ANDI SAHIBUDDIN, S.Ag.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,"BURHANIS, S.A.P.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,"dr. DEWA PUTU ARDIKA SEPUTRA, Sp.OG.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,"Dr. H. M. TASMIN L., M.Pd.I.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,"Dr. H. MZ. AMIRUL TAMIM, M.Si.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,"Dr. MASMUR, S.S., M.Si.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,"Dr. YURISMAN STAR, S.E., M.Si.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,"Drs. H. MUIRUN AWI, M.Si.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,FATMAYANI HARLI TOMBILI,,,,,,,,,
2024,DPD,Sulawesi Tenggara,"H. ABDUL RASYID SYAWAL, S.Pd.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,"H. MUHLIS, S.Si.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,"H. TONY AKBAR HASIBUAN, S.H., M.H.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,"Hj. ANDI NIRWANA S., S.P., M.M.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,"Ir. WA ODE HAMSINAH BOLU, M.Sc.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,LA ODE UMAR BONTE,,,,,,,,,
2024,DPD,Sulawesi Tenggara,"LENI ANDRIANI SURUNUDDIN, B.Bus., M.Com.",,,,,,,,,
2024,DPD,Sulawesi Tenggara,M. ARIS ACHMAD,,,,,,,,,
2024,DPD,Sulawesi Tenggara,MANSUR,,,,,,,,,
2024,DPD,Sulawesi Tenggara,RATNA LA DA,,,,,,,,,
2024,DPD,Sulawesi Tenggara,TIE SARANANI,,,,,,,,,
2024,DPD,Sulawesi Tenggara,"WA ODE RABIA AL ADAWIA RIDWAN, S.E., M.B.A.",,,,,,,,,
2024,DPD,Sulawesi Utara ,"ABID TAKALAMINGAN,S.Sos., M.H.",,,,,,,,,
2024,DPD,Sulawesi Utara ,CHERISH HARRIETTE,,,,,,,,,
2024,DPD,Sulawesi Utara ,DJAFAR ALKATIRI,,,,,,,,,
2024,DPD,Sulawesi Utara ,"Dra. ADRIANA CHARLOTTE DONDOKAMBEY, M.SI.",,,,,,,,,
2024,DPD,Sulawesi Utara ,"Ir. STEFANUS B.A.N LOW, M.A.P.",,,,,,,,,
2024,DPD,Sulawesi Utara ,MAYA RUMANTIR,,,,,,,,,
2024,DPD,Sulawesi Utara ,"MURPHY ELDY KANLY KUHU, S.T.P.",,,,,,,,,
2024,DPD,Sulawesi Utara ,"PUTRI REJEKI KASAD, S.H., M.Kn.",,,,,,,,,
2024,DPD,Sumatera Barat,"CERINT IRALLOZA TASYA, S.Ked.",,,,,,,,,
2024,DPD,Sumatera Barat,DESRIO PUTRA,,,,,,,,,
2024,DPD,Sumatera Barat,DIRRI UZHZHULAM. (ELOK).,,,,,,,,,
2024,DPD,Sumatera Barat,"Drs. JHONI AFRIZAL, DT.HITAM.",,,,,,,,,
2024,DPD,Sumatera Barat,"H. ABDUL AZIZ, SP., M.M.",,,,,,,,,
2024,DPD,Sumatera Barat,"H. JELITA DONAL, Lc.",,,,,,,,,
2024,DPD,Sumatera Barat,"H. LEONARDY HARMAINY, DT.BANDARO BASA,S.IP.,M.H.",,,,,,,,,
