Year,Election ,Province name,Candidate name
2014,DPD,Sulawesi Tenggara,Ir. VENCE SAMUEL TUMANAN 
2014,DPD,Sulawesi Tenggara,"Ir. WA ODE HAMSINAH BOLU, M.Sc"
2014,DPD,Sulawesi Tenggara,"IRWAN MUSTAKIM, S.T"
2014,DPD,Sulawesi Tenggara,"L.M. RUSMAN EMBA, S.T"
2014,DPD,Sulawesi Tenggara,"LA DJADI SIHARIS, M.SI"
2014,DPD,Sulawesi Tenggara,"LA ODE ABDUL AZIZ NADIA, S.Ag., M.Si"
2014,DPD,Sulawesi Tenggara,"LA ODE ASADI, S.E., M.Si"
2014,DPD,Sulawesi Tenggara,"LA ODE RUSYAMIN, S.Km"
2014,DPD,Sulawesi Tenggara,LA ODE SABRI
2014,DPD,Sulawesi Tenggara,"MASWATY MADJID, S.Km., M.Si"
2014,DPD,Sulawesi Tenggara,MUHAMMAD KOBAR
2014,DPD,Sulawesi Tenggara,"MULIATI SAIMAN, S.Si"
2014,DPD,Sulawesi Tenggara,RAHMAN JIHAD
2014,DPD,Sulawesi Tenggara,"SAIPUDDIN, S.P"
2014,DPD,Sulawesi Tenggara,"SUHARMAN, S.Pi., M.S"
2014,DPD,Sulawesi Tenggara,"SYAM ABDUL DJALIL HAMRA, S.E"
2014,DPD,Sulawesi Tenggara,"TASLIMIN, S.P"
2014,DPD,Sulawesi Tenggara,"TATA SUNARTA, S.Pd., M.Pd"
2014,DPD,Sulawesi Tenggara,TITING SURYANA SARANANI
2014,DPD,Sulawesi Tenggara,"WENCESLAUS LA RANGKA, S.H"
2014,DPD,Sulawesi Tenggara,YAFRUDDIN
2014,DPD,Sulawesi Tenggara,"YAN SULAEMAN, S.E"
2014,DPD,Sulawesi Utara,"Aryanthi Baramuli Putri, S.H., M.H."
2014,DPD,Sulawesi Utara,"Bachtiar Kodja, S.Sos"
2014,DPD,Sulawesi Utara,Baso Affandi 
2014,DPD,Sulawesi Utara,Benny Rhamdani
2014,DPD,Sulawesi Utara,Dolfie Maringka 
2014,DPD,Sulawesi Utara,"Dr. Ir. Adolf Lucky Longdong, M.Ed"
2014,DPD,Sulawesi Utara,Dra. Hermin Ririswati Katamsi
2014,DPD,Sulawesi Utara,Drs. Arudji Mongilong
2014,DPD,Sulawesi Utara,Drs. Berny Tamara
2014,DPD,Sulawesi Utara,"Drs. E.C. Harly Weku, M.M., Ak. "
2014,DPD,Sulawesi Utara,"Drs. Teddy Manueke, M.M. "
2014,DPD,Sulawesi Utara,"Emmanuel J. Tular, S.I.P., M.Si"
2014,DPD,Sulawesi Utara,Fabian Richard Sarundajang
2014,DPD,Sulawesi Utara,"H. Ali Hardi Kiaidemak, S.H., M.Si"
2014,DPD,Sulawesi Utara,"H. Sujahri Van Gobel, S.H., M.T."
2014,DPD,Sulawesi Utara,"Hamdi Paputungan, SH"
2014,DPD,Sulawesi Utara,"Ir. Andry Harits Umboh, M.Si"
2014,DPD,Sulawesi Utara,Ir. Marhany V.P. PUA
2014,DPD,Sulawesi Utara,Ir. Stefanus B.A.N. Liow
2014,DPD,Sulawesi Utara,Ismail Mo'o
2014,DPD,Sulawesi Utara,Jhony Krisen
2014,DPD,Sulawesi Utara,Jimmy Mikael Walewangko 
2014,DPD,Sulawesi Utara,Joseph Theodorus Pati 
2014,DPD,Sulawesi Utara,Marthin N. Mohede
2014,DPD,Sulawesi Utara,Maya Rumantir
2014,DPD,Sulawesi Utara,"Prof. Dr. Ir. L. W. Sondakh, M.Ec."
2014,DPD,Sulawesi Utara,Yuda Abram Mokoginta
2014,DPD,Sulawesi Utara,"Zeth Walo, S.Sos."
2014,DPD,Sumatera Barat,"Davip Maldian, S.Sos"
2014,DPD,Sumatera Barat,"Dr. Ir. H. Herman Darnel Ibrahim, M.Sc"
2014,DPD,Sumatera Barat,Drs. H. Irdinansyah Tarmizi
2014,DPD,Sumatera Barat,"Drs. H. Mardinas N. Syair, M.M., M.H"
2014,DPD,Sumatera Barat,Drs. Jhoni Afrizal 
2014,DPD,Sumatera Barat,"Drs. M. Sayuti, M.Pd"
2014,DPD,Sumatera Barat,"H. Alirman Sori, S.H., M.Hum., M.M. "
2014,DPD,Sumatera Barat,"H. Leonardy Harmainy Dt. Bandaro Basa, S.I.P., M.H."
2014,DPD,Sumatera Barat,"H. M. Yamin Ferrianto Tara, S.E"
2014,DPD,Sumatera Barat,H. Mizwar Abbas 
2014,DPD,Sumatera Barat,"H. Nofi Candra, S.E"
2014,DPD,Sumatera Barat,"H. Sani Mariko, SH, M.Hum "
2014,DPD,Sumatera Barat,"Hj. Afrizalty, S.H"
2014,DPD,Sumatera Barat,Hj. Emma Yohanna
2014,DPD,Sumatera Barat,"Ir. H. Andi Harmaini, M.M"
2014,DPD,Sumatera Barat,"Ir. H. Zulkarnain Kamsya, M.S"
2014,DPD,Sumatera Barat,Irman Gusman
2014,DPD,Sumatera Barat,Jefrie Geovanie
2014,DPD,Sumatera Barat,"Masrizal Munaf, S.T., M.M"
2014,DPD,Sumatera Barat,Muhammad Rahmad 
2014,DPD,Sumatera Barat,Rahmad Hidayat
2014,DPD,Sumatera Barat,S.T. Khairul Azmi Dt. Bijo Dirajo
2014,DPD,Sumatera Barat,Syafwan DT. Sampono Alam 
2014,DPD,Sumatera Barat,"Yong Hendri, S.H"
2014,DPD,Sumatera Barat,"Zulherman, S.Pd., M.M"
2014,DPD,Sumatera Selatan,Abdul Aziz Kamis
2014,DPD,Sumatera Selatan,"Abdul Aziz, S.H. "
2014,DPD,Sumatera Selatan,"Achmad Barnas, S.E., M.M. "
2014,DPD,Sumatera Selatan,Alamsyah Mustomi
2014,DPD,Sumatera Selatan,Dr. H. Much. Baryadi
2014,DPD,Sumatera Selatan,Drs. Daryono
2014,DPD,Sumatera Selatan,"Drs. H. Aidil Fitri Syah, M.M. "
2014,DPD,Sumatera Selatan,"Drs. H. Darwin Azhar, M.M. "
2014,DPD,Sumatera Selatan,Drs. H. Noviarman Kailani
2014,DPD,Sumatera Selatan,"Drs. H. Syarifudin Ali Amin, S.H."
2014,DPD,Sumatera Selatan,"Endu Santoso, S.T. "
2014,DPD,Sumatera Selatan,"Firmansyah, S.E., M.Si. "
2014,DPD,Sumatera Selatan,"H. Idham Khalid, S.H. "
2014,DPD,Sumatera Selatan,H. Mohd. Lutfi Izzuddin
2014,DPD,Sumatera Selatan,H.M. Basyir D.A
2014,DPD,Sumatera Selatan,"Helmi Ibrahim, S.H., M.Hum."
2014,DPD,Sumatera Selatan,Hendri Zainuddin 
2014,DPD,Sumatera Selatan,"Hj. Asmawati, S.E., M.M. "
2014,DPD,Sumatera Selatan,"Hj. Percha Leanpuri, B.Bus., M.B.A."
2014,DPD,Sumatera Selatan,"Hj. Rogayati Baidjuri, S.H."
2014,DPD,Sumatera Selatan,"Hj. Shinta Paramita Sari, S.H., M.Hum."
2014,DPD,Sumatera Selatan,"Hj. Siti Farida, S.Pd."
2014,DPD,Sumatera Selatan,Ir.Syukri Zuber 
2014,DPD,Sumatera Selatan,"Kartila, S.E. "
2014,DPD,Sumatera Selatan,"Siska Marleni, S.E., M.Si."
2014,DPD,Sumatera Selatan,"Solehun, M.Pd."
2014,DPD,Sumatera Selatan,"Taufikurrohman, S.Sos."
2014,DPD,Sumatera Selatan,"Zulkifli, S.Pd.I."
2014,DPD,Sumatera Utara,Darwin Hamonangan Lubis
2014,DPD,Sumatera Utara,"Dedi Iskandar Batubara, S.Sos., S.H., M.S.P."
2014,DPD,Sumatera Utara,"Dr. Badikenita B.R Sitepu, S.E., M.Si"
2014,DPD,Sumatera Utara,"Dr. Ir. Benny Pasaribu, M.Ec."
2014,DPD,Sumatera Utara,"Dr. Togu Harlen LBN. Raja, S.E., M.Si"
2014,DPD,Sumatera Utara,Drs. Binrot Rajagukguk
2014,DPD,Sumatera Utara,"Drs. E.B. Sinaga, M.M. "
2014,DPD,Sumatera Utara,"Drs. H. Ibrahim Sakty Batubara, MAP"
2014,DPD,Sumatera Utara,Drs. H. Rijal Sirait 
2014,DPD,Sumatera Utara,"Drs. H. Syariful Mahya Bandar, M.A.P. "
2014,DPD,Sumatera Utara,Drs. Haris 
2014,DPD,Sumatera Utara,Drs. Ir. Nagasakti Perangin-angin 
2014,DPD,Sumatera Utara,Eddy G.P Manurung 
2014,DPD,Sumatera Utara,"Eka Dharmayanto, S.E."
2014,DPD,Sumatera Utara,"H. Muhammad Nuh, M.S.P. "
2014,DPD,Sumatera Utara,Ir. Edison Sianturi
2014,DPD,Sumatera Utara,"Ir. Erick Sitompul, M.H. "
2014,DPD,Sumatera Utara,"Manandus Sitanggang, S.Sos."
2014,DPD,Sumatera Utara,"Parlindungan Purba, S.H., M.M. "
2014,DPD,Sumatera Utara,Prof. Dr. Ir. Hj. Darmayanti Lubis 
2014,DPD,Sumatera Utara,"Rafdinal, S.Sos., M.A.P."
2014,DPD,Sumatera Utara,"Rahmat Hidayat, S.E. "
2014,DPD,Sumatera Utara,Rudolf Mazuoka Pardede
2014,DPD,Sumatera Utara,"Turunan Gulo, S.P., M.S.P. "
