Year,Election ,Province name,Candidate name
2014,DPD,Kalimantan Tengah,Rinco Norkim
2014,DPD,Kalimantan Tengah,Totok Sugiyanto S.Ag
2014,DPD,Kalimantan Timur,"Aji Muhammad Mirza Wardana, S.T"
2014,DPD,Kalimantan Timur,Benny R.B. Kowel
2014,DPD,Kalimantan Timur,"Dr. Drs. Marthin Billa, M.M"
2014,DPD,Kalimantan Timur,Dr. Khalep Rahmat
2014,DPD,Kalimantan Timur,"dr. Naomi Patioran, Sp.M."
2014,DPD,Kalimantan Timur,Drs. H. Amir Hamzah B. M.Si
2014,DPD,Kalimantan Timur,Drs. H. Muhammad Idris S
2014,DPD,Kalimantan Timur,"Drs. H. Ramli, M.Hum"
2014,DPD,Kalimantan Timur,H. Ahmad Hendry
2014,DPD,Kalimantan Timur,H. Erhamsyah
2014,DPD,Kalimantan Timur,"H. Hasanuddin. S.H., M.Si"
2014,DPD,Kalimantan Timur,"H. Muhayan Hayan, S.E"
2014,DPD,Kalimantan Timur,"Harmanto, S.P"
2014,DPD,Kalimantan Timur,Hengki
2014,DPD,Kalimantan Timur,"Ir. H. Bambang Susilo, M.M"
2014,DPD,Kalimantan Timur,"K.H. Muslihuddin Abdurrasyid, Lc., M.Pd.I."
2014,DPD,Kalimantan Timur,M. Said
2014,DPD,Kalimantan Timur,"Samsudin S., S.H."
2014,DPD,Kalimantan Timur,Trisno Widodo
2014,DPD,Kalimantan Timur,Usman Yusuf
2014,DPD,Kepulauan Riau,"Djasarmen Purba, S.H."
2014,DPD,Kepulauan Riau,"Dr. Richard H Pasaribu, B.Sc., M.Sc."
2014,DPD,Kepulauan Riau,"Dra. Hj. Syamsinar Yusuf, M.M."
2014,DPD,Kepulauan Riau,"Drs. H. Zulbahri M,M.Pd."
2014,DPD,Kepulauan Riau,"Fahruddin Nasution, B.A."
2014,DPD,Kepulauan Riau,H. Saidul Khudri
2014,DPD,Kepulauan Riau,Hardi Selamat Hood
2014,DPD,Kepulauan Riau,Haripinto Tanuwidjaja
2014,DPD,Kepulauan Riau,Heri Irianto
2014,DPD,Kepulauan Riau,"Ir. Mohamad Nabil, M.Si"
2014,DPD,Kepulauan Riau,Mangara Sonang Nasution
2014,DPD,Kepulauan Riau,"Peris Temba, S.E., M.M."
2014,DPD,Kepulauan Riau,Raden Hari Tjahyono
2014,DPD,Kepulauan Riau,"Rahmatsyah Ramadhany Dhany Ismeth, M.B.A., M.Sc."
2014,DPD,Kepulauan Riau,Ria Saptarika
2014,DPD,Lampung,"Ahmad Farmadi Putra, S.H."
2014,DPD,Lampung,"Ananda Thopati.N. R,S.P.Si."
2014,DPD,Lampung,"Ardian Saputra, SH"
2014,DPD,Lampung,"Arief Budi Atmoko, S.T., M.T."
2014,DPD,Lampung,Dr.H. Andi Surya
2014,DPD,Lampung,"H. Achmad Syabirin H. A. Koenang, S.H., M.H."
2014,DPD,Lampung,"H. Ahmad Jajuli, S.I.P., M.Si."
2014,DPD,Lampung,H. ismail Zulkarnain
2014,DPD,Lampung,"H. Khairudin Gustam, S.E."
2014,DPD,Lampung,"H. SM. Herlambang, S.H., M.H."
2014,DPD,Lampung,"H. SUMINTO MARTONO,S.H."
2014,DPD,Lampung,Hj. TUTI W. MALANO
2014,DPD,Lampung,"Ir. A. Azis Adyas, S.H."
2014,DPD,Lampung,Ir. Agusman Effendi
2014,DPD,Lampung,Ir. Anang Prihantoro
2014,DPD,Lampung,"Ir. H. Aryodhia Febriansya, S.H."
2014,DPD,Lampung,Ir. Suhendra Ratu Prawira Negara
2014,DPD,Lampung,Ir. WORO ARY WERDHANI
2014,DPD,Lampung,Ir.Hi. Nur Zaini
2014,DPD,Lampung,"Iswandi, A.Md."
2014,DPD,Lampung,"KOLONEL (Purn.) H. SUNARDI, S.Sos, M.H."
2014,DPD,Lampung,Moh. Yusuf
2014,DPD,Lampung,"Muhyidin Thohir, S.Pd.I."
2014,DPD,Lampung,Rida Budiyati S.Kom.
2014,DPD,Lampung,"SYARIF, S.H."
2014,DPD,Lampung,ZAINAL MA'ARIF
2014,DPD,Maluku,ABD HAMID RAHAYAAN
2014,DPD,Maluku,ABUKASIM SANGADJI
2014,DPD,Maluku,"AGUSTINUS DADIARA, S.H."
2014,DPD,Maluku,ANNA LATUCONSINA
2014,DPD,Maluku,"ARSI DIVINUBUN, S.H."
2014,DPD,Maluku,"COSMAS E. REFRA, S.H."
2014,DPD,Maluku,"DEKY ISAK SINMIASA, S.H."
2014,DPD,Maluku,Dipl. Oek. ENGELINA. PATTIASINA
2014,DPD,Maluku,Drs. ABDULLAH ASSAGAF
2014,DPD,Maluku,"Drs. SULAIMAN WASAHUA, M.SI."
2014,DPD,Maluku,ETHA AISYAH HENTIHU
2014,DPD,Maluku,"H. LA ODE SALIMIN, S.Pd."
2014,DPD,Maluku,HJ. MERRY ASSEGAF
2014,DPD,Maluku,"ISMAIL PELU, S.H."
2014,DPD,Maluku,"JACOB JACK OSPARA, S.Th., M.Th."
2014,DPD,Maluku,"LA ODE RAHIM BIN ALI, S.H."
2014,DPD,Maluku,"Letjen TNI (Marinir) Purn. Dr. NONO SAMPONO, M.SI."
2014,DPD,Maluku,M. RAMLI KAMIDIN 
2014,DPD,Maluku,"MIDIN B. LAMANY, S.H."
2014,DPD,Maluku,"MUHAMAD RAMLI USWANAS, S.E."
2014,DPD,Maluku,"NOVITA ANAKOTTA, S.H, M.H."
2014,DPD,Maluku,POLICARPUS ULUKYANAN
2014,DPD,Maluku,"Prof. Dr, JOHN PIERIS, S.H.,M.S."
2014,DPD,Maluku,"SOLEMAN LENDE DAPPA, S.Hut, M.Th."
2014,DPD,Maluku,"ZULKARNAIN AWAT AMIR, S.P."
2014,DPD,Maluku Utara,"ABDULLAH ALI, S.T"
2014,DPD,Maluku Utara,ADE ADAM NOCH
2014,DPD,Maluku Utara,ALI DJAIDUN
2014,DPD,Maluku Utara,AZFAD AMIRULLAH GAFARULLAH SOAMOLE
2014,DPD,Maluku Utara,"BASRI SALAMA, S.Pd. "
2014,DPD,Maluku Utara,"DAYAN RENLEUW, S.T."
2014,DPD,Maluku Utara,dr. H. ABDUL GAFUR T. IDRIS
2014,DPD,Maluku Utara,Drs. AB. BUANG BUAMONABOT
2014,DPD,Maluku Utara,"Drs. H. MUDAFFAR SJAH, M.Si"
2014,DPD,Maluku Utara,Drs. Hi. ABDULRACHMAN LAHABATO
2014,DPD,Maluku Utara,Drs. JUANDA BAKAR 
2014,DPD,Maluku Utara,H. ABD. RAHMAN ADAM
2014,DPD,Maluku Utara,"H. GAWI ABAS, S.E."
2014,DPD,Maluku Utara,"H.M. IQBAL BOPENG, SH"
2014,DPD,Maluku Utara,Hi. ANWAR HI. IBRAHIM 
2014,DPD,Maluku Utara,Hi. HALIM DO BAYAN 
2014,DPD,Maluku Utara,"Hi. SYARIF DO. HI. MUHAMMAD, S. Hut. "
2014,DPD,Maluku Utara,Hj. SURIATI ARMAIYN
2014,DPD,Maluku Utara,"IMRAN S. DJUMADIL, S.H. "
2014,DPD,Maluku Utara,Ir. H. ABD HAMID UMAHUK 
2014,DPD,Maluku Utara,Ir. MUHLIS A. ADAM 
2014,DPD,Maluku Utara,Ir. MUSRIYONI NABIU
2014,DPD,Maluku Utara,"JACUB ZADRAK KAREL MATEKOHY, S.H. "
2014,DPD,Maluku Utara,"KADARIN PODA, S.E. "
2014,DPD,Maluku Utara,"MATHEUS STEFI PASIMANJEKU, S.H. "
2014,DPD,Maluku Utara,MUHAMMAD SYADRI 
2014,DPD,Maluku Utara,MUHAMMADd M. BANAPON
2014,DPD,Maluku Utara,NURDIN ABAS 
2014,DPD,Maluku Utara,REVLI 
2014,DPD,Maluku Utara,RUSLI H. ARIFIN 
2014,DPD,Nusa Tenggara Barat,"A. ZULKARNAEN ARIPIN ABDUL MAJID, S.Ag."
2014,DPD,Nusa Tenggara Barat,"ANDI MAPPERUMAH, M.S."
2014,DPD,Nusa Tenggara Barat,"BAIQ DIYAH RATU GANEFI, S.H."
2014,DPD,Nusa Tenggara Barat,"DJAIDUN HASAN, S.E., M.M."
2014,DPD,Nusa Tenggara Barat,"Dr. SUHARYANTO H. SORO, A.CA., S.Pd. M.Pd."
2014,DPD,Nusa Tenggara Barat,drh. H. ABDUL SAMAD
2014,DPD,Nusa Tenggara Barat,Drs. H. LALU SUHAIMI ISMY
2014,DPD,Nusa Tenggara Barat,Drs. H. M. IKROM
2014,DPD,Nusa Tenggara Barat,Drs. LALU AGUS SARJANA
2014,DPD,Nusa Tenggara Barat,"Drs. TGH. MUCHLIS IBRAHIM, M.Si."
2014,DPD,Nusa Tenggara Barat,"H. ABDUL HARIS, M.Sc, M.M."
2014,DPD,Nusa Tenggara Barat,"H. ABDUL KASIM, S.H. "
2014,DPD,Nusa Tenggara Barat,"H. L. SAHRIAL AKHMADI, S.H."
2014,DPD,Nusa Tenggara Barat,"H. LALU WIRATMAJA, S.H."
2014,DPD,Nusa Tenggara Barat,"H. M. SUPARJITO, S.Sos."
2014,DPD,Nusa Tenggara Barat,H. MASYKUR SIMAN
2014,DPD,Nusa Tenggara Barat,"H. MUHAIMIN YAHYA, S.SOS."
2014,DPD,Nusa Tenggara Barat,"H. MUHAMMAD, S.H."
2014,DPD,Nusa Tenggara Barat,HAJI PADLI
2014,DPD,Nusa Tenggara Barat,"HALIMAH TUSA'ADIAH, S.Pd.I."
2014,DPD,Nusa Tenggara Barat,"Hj. ROBIATUL ADAWIYAH, S.E."
2014,DPD,Nusa Tenggara Barat,"Ir. H. BADRUL MUNIR, M.M."
2014,DPD,Nusa Tenggara Barat,Ir. H. M. IKHSAN GEMALA PUTRA
2014,DPD,Nusa Tenggara Barat,"Ir. Hj. SRI SUSTINI. NS, M.M."
2014,DPD,Nusa Tenggara Barat,Ir. ILHAM SABIL
2014,DPD,Nusa Tenggara Barat,Ir. TJATUR KUKUH SURJANTO
2014,DPD,Nusa Tenggara Barat,"KAHRUL ZAMAN, S.H., M.H."
2014,DPD,Nusa Tenggara Barat,"L. NASRULLAH WIJAYA KUSUMA, S.P., M.H."
2014,DPD,Nusa Tenggara Barat,"MUH. TURMUZI, S.H. M.M.Pd."
2014,DPD,Nusa Tenggara Barat,MUHAMAD MUSANNIP
2014,DPD,Nusa Tenggara Barat,"MUHAMMAD NASRULLAH, S.Ag."
2014,DPD,Nusa Tenggara Barat,"NAJAMUDDIN UMAR, S.E."
2014,DPD,Nusa Tenggara Barat,Prof. Dr. FAROUK MUHAMMAD
2014,DPD,Nusa Tenggara Barat,"RUKMAN, S.E."
2014,DPD,Nusa Tenggara Barat,"SUPRATMAN, S.E."
2014,DPD,Nusa Tenggara Barat,TGH. L. NURUL WATHONI S. Pd.I.
2014,DPD,Nusa Tenggara Barat,"TGH. LALU MALA SAR'I, S.Ag."
2014,DPD,Nusa Tenggara Barat,TGH. MUHARRAR MAHFUZ
2014,DPD,Nusa Tenggara Barat,THAMRIN MARDJUN
2014,DPD,Nusa Tenggara Barat,YANI SAGAROA
2014,DPD,Nusa Tenggara Timur,"ADRIANUS GARU, S.E., M.SI."
2014,DPD,Nusa Tenggara Timur,"ALEKSIUS ARMANJAYA, S.S., M.H."
2014,DPD,Nusa Tenggara Timur,"ANTONIUS ELISEUS RASI WANGGE, S.S."
2014,DPD,Nusa Tenggara Timur,"ARIESTON DAPPA, S.T."
2014,DPD,Nusa Tenggara Timur,CAROLINA NUBATONIS-KONDO
2014,DPD,Nusa Tenggara Timur,dr. ASYERA R.A. WONDALERO
2014,DPD,Nusa Tenggara Timur,"dr. WERA DAMIANUS, M.M"
2014,DPD,Nusa Tenggara Timur,Dra. MIEN HADJON PATTYMANGOE
2014,DPD,Nusa Tenggara Timur,"Drs. AGUSTINUS BEBOK QUINTUS, M.S"
2014,DPD,Nusa Tenggara Timur,Drs. E. ENSE DA CUNHA SOLAPUNG
2014,DPD,Nusa Tenggara Timur,"Drs. H. R. TONUBESSI, M.Hum., M.Si."
2014,DPD,Nusa Tenggara Timur,Drs. IBRAHIM AGUSTINUS MEDAH
2014,DPD,Nusa Tenggara Timur,Drs. JOHANES MAT NGARE
2014,DPD,Nusa Tenggara Timur,Drs. JOHN TH. BLEGUR
2014,DPD,Nusa Tenggara Timur,Drs. MAKABORANG HAMATARA
2014,DPD,Nusa Tenggara Timur,Drs. PAULUS MOA
2014,DPD,Nusa Tenggara Timur,"Drs. REFAFI GAH, M.Pd."
2014,DPD,Nusa Tenggara Timur,Drs. STEFANUS MONE KAKA
2014,DPD,Nusa Tenggara Timur,"FERDINANDUS SENTOSA NGGAO, S.Sos, M.SI."
2014,DPD,Nusa Tenggara Timur,FRANCISCO DEODATO ROSARIO OSORIO SOARES
2014,DPD,Nusa Tenggara Timur,"FRANSISKUS XAVERIUS ELVIS HANCU, S.Fil."
2014,DPD,Nusa Tenggara Timur,Ir. ABRAHAM LIYANTO 
2014,DPD,Nusa Tenggara Timur,"Ir. BERNADUS YOHANES RALDY DOY, M.SI."
2014,DPD,Nusa Tenggara Timur,Ir. MARTINUS JAWA
2014,DPD,Nusa Tenggara Timur,Ir. SARAH LERY MBOEIK
2014,DPD,Nusa Tenggara Timur,JULIA STEVANNY E. BLEGUR
2014,DPD,Nusa Tenggara Timur,"MAKARIUS PASKALIS BAUT, S.H."
2014,DPD,Nusa Tenggara Timur,MARCUS HENDRIK
2014,DPD,Nusa Tenggara Timur,"MARIA NUBAN SAKU, S.H."
2014,DPD,Nusa Tenggara Timur,MIKAEL UMBU ZASA 
2014,DPD,Nusa Tenggara Timur,MOSES MOGO
2014,DPD,Nusa Tenggara Timur,"NUNIK ELIZABETH MERUKH, M.B.A."
2014,DPD,Nusa Tenggara Timur,PITER THINUNG PITOBY
2014,DPD,Nusa Tenggara Timur,"RENGKA PIUS, S.H., M.Sc."
2014,DPD,Nusa Tenggara Timur,ROMANUS NDAU
2014,DPD,Nusa Tenggara Timur,SIMON NUBATONIS
2014,DPD,Nusa Tenggara Timur,SYAFRUDIN ATASOGE
2014,DPD,Nusa Tenggara Timur,TENGGUDAI PETRONELLA LITTIK
2014,DPD,Nusa Tenggara Timur,"UMBU SAPPY SAMAPATY, S.H., M.H."
2014,DPD,Nusa Tenggara Timur,"UMBU WULANG TANAAMAH PARANGGI, S.SoS."
2014,DPD,Nusa Tenggara Timur,WIHERS RIHI HEREWILA
2014,DPD,Papua,"ANTON H.M. WALAB GEBZE, S.H. "
2014,DPD,Papua,"DANIEL BUTU, B.A. "
2014,DPD,Papua,"Dr. H. TONI VICTOR MANDAWIRI WANGGAI, M.A."
2014,DPD,Papua,Drs. Dirk DICKY RUMBOIRUSI 
2014,DPD,Papua,"Drs. PAULUS YOHANES SUMINO, M.M."
2014,DPD,Papua,"Drs. ROBERT ISIR, M.A., M.M. "
2014,DPD,Papua,Drs. S.P. RUMBORIYAS 
2014,DPD,Papua,"Drs. YULIANUS NIKODEMUS WONMALY, M.A."
2014,DPD,Papua,EDISON LAMBE 
2014,DPD,Papua,"EMANUEL TEBAI, S.Pd., M.B.A. "
2014,DPD,Papua,FERDINANDA W. IBO YATIPAY
2014,DPD,Papua,"FREDERIK WAKUM, S.Sos"
2014,DPD,Papua,HABELINO SAWAKI 
2014,DPD,Papua,HELINA MURIB 
2014,DPD,Papua,"JOHN WEMPI WONA, S.H. "
2014,DPD,Papua,"JOSHUA ONIM, S.E. "
2014,DPD,Papua,"LA MADI, S.E. "
2014,DPD,Papua,MESAKH MIRIN 
2014,DPD,Papua,"NATAN NAFTALI TEBAI, S.Sos"
2014,DPD,Papua,"Pdt. CARLES SIMAREMARE, S.Th., M.Si. "
2014,DPD,Papua,RAFAEL YOSEP SIHOMBING
2014,DPD,Papua,"TENIUS TABUNI, S.T. "
2014,DPD,Papua,THEOFILUS WAIMURI
2014,DPD,Papua,"YANES MURIB, M.M. "
2014,DPD,Papua,"YUBERINA TABUNI, S.SOs."
2014,DPD,Papua Barat,"Abdullah Manaray, S.T."
2014,DPD,Papua Barat,"Chaidir Djafar, S.E., M.Si."
2014,DPD,Papua Barat,"Ester Margareth Mandosir, S.Sos., M.H. "
2014,DPD,Papua Barat,"Ishak Mandacan, S.H."
2014,DPD,Papua Barat,"Ivan Ismail Madu, S.Sos. "
2014,DPD,Papua Barat,"Jacob Esau Komigi, S.H., M.M."
2014,DPD,Papua Barat,La Jumad
2014,DPD,Papua Barat,"Mamberob Yosephus Rumakiek, S.Si. "
2014,DPD,Papua Barat,Mervin Sadipun Komber 
2014,DPD,Papua Barat,"Mika Dumais, S.H."
2014,DPD,Papua Barat,"Salomie Christina Saway, S.H. "
2014,DPD,Papua Barat,Sayid Fadhal Alhamid
2014,DPD,Papua Barat,"Sopia Maipauw, S.H."
2014,DPD,Papua Barat,Usman Difinubun
2014,DPD,Papua Barat,"Victor Juventusn G. May, S.Hut."
2014,DPD,Riau,"AFRI, S.P"
2014,DPD,Riau,"AGUSTIAN RASMANTO, S.E"
2014,DPD,Riau,AMRIL PILIANG 
2014,DPD,Riau,DESMIANTO
2014,DPD,Riau,"Dr. Hj. MAIMANAH UMAR, M.A"
2014,DPD,Riau,"Drs. H. ABDUL GAFAR USMAN, M.M"
2014,DPD,Riau,Drs. H. TAUFIK IKRAM JAMIL
2014,DPD,Riau,"Drs. SUDARMO HASAN, M.A"
2014,DPD,Riau,H. ARSADIANTO RACHMAN
2014,DPD,Riau,"H. ILYAS LABAY, S.Sos., M.Si"
2014,DPD,Riau,"H. SAID ZOHRIN, S.H., M.H"
2014,DPD,Riau,"H. SUSILO, S.E., M.M"
2014,DPD,Riau,"H. ZULKARNAEN, S.H., M.H"
2014,DPD,Riau,"INTSIAWATI AYUS, S.H., M.H"
2014,DPD,Riau,"Ir. H. NAWASIR KADIR, M.M"
2014,DPD,Riau,"IWA SIRWANI BIBRA, S.Sos., M.Ag,. "
2014,DPD,Riau,"KH. MOCH. ALWI ARIFIN, S.Pd"
2014,DPD,Riau,"KHAIRUDDIN, S.H.I., M.Ag."
2014,DPD,Riau,"MUHAMMAD MUZAMIL, S.E"
2014,DPD,Riau,"NARLIS, M.A"
2014,DPD,Riau,"RIBHAN DWI JAYANA, S.H., M.H"
2014,DPD,Riau,ROSTI ULI PURBA
2014,DPD,Riau,SUTRISNO. S
2014,DPD,Riau,WAN ABU BAKAR
2014,DPD,Riau,ZULHUSNI DOMO
2014,DPD,Sulawesi Barat,"Andi Zastrawati, S.E., M.Si"
2014,DPD,Sulawesi Barat,Drs. H. Hasan Sulur
2014,DPD,Sulawesi Barat,Drs. H. Husain Haenur
2014,DPD,Sulawesi Barat,Drs. H. M. Gaus Bastary
2014,DPD,Sulawesi Barat,"Drs. Johari Rugani, M.A."
2014,DPD,Sulawesi Barat,"Drs. Naharuddin, M.Si. "
2014,DPD,Sulawesi Barat,H. Amri Mustafa
2014,DPD,Sulawesi Barat,H. Andi Maksum Dai
2014,DPD,Sulawesi Barat,"H. Andi R. Endong Patompo, M.B.A., CRE"
2014,DPD,Sulawesi Barat,H. M. Ramlie A
2014,DPD,Sulawesi Barat,H. Syahrir Hamdani
2014,DPD,Sulawesi Barat,"Hj. Mulyana Isham, S.H, M.M."
2014,DPD,Sulawesi Barat,I Ketut Sutama 
2014,DPD,Sulawesi Barat,"Indah Mayasari, S.Pd."
2014,DPD,Sulawesi Barat,"Ir. H. Andi Surianto B. Mappangara, M.T. "
2014,DPD,Sulawesi Barat,Ir. H. Iskandar Muda Baharuddin Lopa
2014,DPD,Sulawesi Barat,K.H. Muh. Syibli Sahabuddin
2014,DPD,Sulawesi Barat,"Marthen, M.Th."
2014,DPD,Sulawesi Barat,Muh. Asri Anas
2014,DPD,Sulawesi Barat,"Muh. Ilman Nadjamuddin, S.P."
2014,DPD,Sulawesi Barat,"Muh. Rafi, S.E."
2014,DPD,Sulawesi Barat,Muhammad Zakir Akbar
2014,DPD,Sulawesi Barat,Noegroho Eko Mardiyono
2014,DPD,Sulawesi Barat,Radhitya Ardimas Anwar 
2014,DPD,Sulawesi Barat,Sudirman Zuhdi 
2014,DPD,Sulawesi Selatan,A. Wahyuddin Malik
2014,DPD,Sulawesi Selatan,A.M. Iqbal Parewangi 
2014,DPD,Sulawesi Selatan,Andi Muh. Ihsan 
2014,DPD,Sulawesi Selatan,"Arman Arfah, S.E., M.M"
2014,DPD,Sulawesi Selatan,"Bung Ari Reza Ali, S.E"
2014,DPD,Sulawesi Selatan,"Burhanuddin, S.H., M.H"
2014,DPD,Sulawesi Selatan,"Dr. H. Ajiep Padindang, S.E., M.M"
2014,DPD,Sulawesi Selatan,Dr. Hj. Kasmawati T.Z. Basalamah 
2014,DPD,Sulawesi Selatan,Dra. Hj. Oelfah A. Syahrullah Harmanto
2014,DPD,Sulawesi Selatan,Drs. Abdul Kadir Patwa 
2014,DPD,Sulawesi Selatan,"Drs. Agussalim Andi Gadjong, S.H., M.H. "
2014,DPD,Sulawesi Selatan,Drs. H. Andi Harta Sanjaya 
2014,DPD,Sulawesi Selatan,Drs. H. Bahar Ngitung
2014,DPD,Sulawesi Selatan,"Drs. H. Ibrahim Ambong, M.A"
2014,DPD,Sulawesi Selatan,"Drs. H. Tadjuddin Noer, M.M"
2014,DPD,Sulawesi Selatan,"Drs. Muhammad Asmin, M.Pd"
2014,DPD,Sulawesi Selatan,H. Abdul Djalil Thahir 
2014,DPD,Sulawesi Selatan,"H. Muhammad Asri, S.Pd, MM"
2014,DPD,Sulawesi Selatan,"H. Muhammad Seniman Latif, S.E"
2014,DPD,Sulawesi Selatan,Hj. Amru Rijal Junaid
2014,DPD,Sulawesi Selatan,Hj. Andi Fatimah
2014,DPD,Sulawesi Selatan,"Hj. Monirah Jafar Hafsah, S.E"
2014,DPD,Sulawesi Selatan,"Ir.H. Abdul Aziz Qahar Mudzakkar, M.Si"
2014,DPD,Sulawesi Selatan,"Irmawaty Habie, S.H"
2014,DPD,Sulawesi Selatan,"Litha Brent, S.E"
2014,DPD,Sulawesi Selatan,"Lukman Nur, S.E"
2014,DPD,Sulawesi Selatan,"M. Gusti Zainal, S.S"
2014,DPD,Sulawesi Selatan,Mahir Takaka
2014,DPD,Sulawesi Selatan,"Mulawarman, S.E"
2014,DPD,Sulawesi Selatan,Pdt. Dr. Ishak P.  Lambe
2014,DPD,Sulawesi Selatan,"Pither Singkali, S.H., M.H"
2014,DPD,Sulawesi Selatan,Syamsuddin HB
2014,DPD,Sulawesi Selatan,"Wahidah Anwar, S.E., M.M"
2014,DPD,Sulawesi Tengah,"Abraham M. Larobu, S.H, M.H"
2014,DPD,Sulawesi Tengah,Agung
2014,DPD,Sulawesi Tengah,"Ahmad Syaifullah Malonda, S.P"
2014,DPD,Sulawesi Tengah,Darma Tongku
2014,DPD,Sulawesi Tengah,"Deny Salmon Galamba, S.Ap"
2014,DPD,Sulawesi Tengah,Djekcy Ras Umbas
2014,DPD,Sulawesi Tengah,dr. Delis Julkarson Hehi
2014,DPD,Sulawesi Tengah,"Drs. F. Eddy Bungkudapu, M.Si, M.Th"
2014,DPD,Sulawesi Tengah,"Drs. Gatot Margono, M.M"
2014,DPD,Sulawesi Tengah,"Drs. H. Murad U. Nasir, M.Si"
2014,DPD,Sulawesi Tengah,"Drs. Landri Tandung, M.Pd"
2014,DPD,Sulawesi Tengah,Drs. Ma'mun Amir
2014,DPD,Sulawesi Tengah,Drs. Moh. Nadjib H. Umar
2014,DPD,Sulawesi Tengah,"Drs. Nirman Yans Winter, M.H"
2014,DPD,Sulawesi Tengah,"Femmy Sangian, S.H"
2014,DPD,Sulawesi Tengah,Ferenc Raymond Sahetapy
2014,DPD,Sulawesi Tengah,H. Syamsuddin Said
2014,DPD,Sulawesi Tengah,Herman Agan
2014,DPD,Sulawesi Tengah,"Hj. Nurmawati Dewi Bantilan, S.E"
2014,DPD,Sulawesi Tengah,"Hj. Samsudin Pay, S.Ag. M.Si"
2014,DPD,Sulawesi Tengah,"Idrus A. Hafid, S.H"
2014,DPD,Sulawesi Tengah,Ir. Emil Salim Podungge
2014,DPD,Sulawesi Tengah,M. Ridha Saleh 
2014,DPD,Sulawesi Tengah,Maziru L. Masri 
2014,DPD,Sulawesi Tengah,"Mohammad Sofyan, S.T"
2014,DPD,Sulawesi Tengah,"Pdt. Dr. Silviana H. Pandegirot, M.Th"
2014,DPD,Sulawesi Tengah,"Shaleh Muhammad Aldjufri, Lc, M.A"
2014,DPD,Sulawesi Tengah,"Supriadi, S.H"
2014,DPD,Sulawesi Tengah,Suwandhi Y. Ritupalu
2014,DPD,Sulawesi Tengah,Yapto Suryo Saputro Bantilan 
2014,DPD,Sulawesi Tengah,Zainuddin T. Aminullah
2014,DPD,Sulawesi Tenggara,ABDUL MUIS
2014,DPD,Sulawesi Tenggara,"ABDUL SYAHIR, S.Sos., S.H., M.H"
2014,DPD,Sulawesi Tenggara,"ADIPUTERA, S.T"
2014,DPD,Sulawesi Tenggara,"AFIAT TAWAKAL, S.SI"
2014,DPD,Sulawesi Tenggara,"ALEX PANGAIBALI, S.Th"
2014,DPD,Sulawesi Tenggara,"ALI LAOPA, S.H"
2014,DPD,Sulawesi Tenggara,ARSYAD
2014,DPD,Sulawesi Tenggara,ASMAUN PARATE
2014,DPD,Sulawesi Tenggara,ASMIN 
2014,DPD,Sulawesi Tenggara,"BOSMAN, S.Si., S.H., M.H"
2014,DPD,Sulawesi Tenggara,"dr. H. LA ODE BARIUN, M.Kes"
2014,DPD,Sulawesi Tenggara,Drs. AHYAR ANDI RAUF 
2014,DPD,Sulawesi Tenggara,Drs. H. ANAS MAISA 
2014,DPD,Sulawesi Tenggara,"Drs. H. HOESEIN EFFENDY, S.H"
2014,DPD,Sulawesi Tenggara,"Drs. H. KAMARUDDIN, M.H"
2014,DPD,Sulawesi Tenggara,"Drs. H. LA ODE ALI HANAFI, M.Si"
2014,DPD,Sulawesi Tenggara,Drs. H. MUH. RATMAN 
2014,DPD,Sulawesi Tenggara,Drs. H. MUSTAFA RANSE AMIN
2014,DPD,Sulawesi Tenggara,"Drs. H. YUSRAN A. SILONDAE, M.Si"
2014,DPD,Sulawesi Tenggara,Drs. ILHAM
2014,DPD,Sulawesi Tenggara,Drs. KASMIR
2014,DPD,Sulawesi Tenggara,Drs. LA ODE ALI TANDA
2014,DPD,Sulawesi Tenggara,"Drs. LA ODE DJABARU, M.Si"
2014,DPD,Sulawesi Tenggara,Drs. SAIFUL AMIN
2014,DPD,Sulawesi Tenggara,"EDHI SUSILO HADISUTANTO, S.H"
2014,DPD,Sulawesi Tenggara,"H. ABDUL SAMAD, S.Sos"
2014,DPD,Sulawesi Tenggara,H. HASAN KAMAL SAID ABD. QAHHAR MUDZAKKAR
2014,DPD,Sulawesi Tenggara,"H. JUNAIS DARANGA, S.E"
2014,DPD,Sulawesi Tenggara,"H. LA ODE HAMIRU, M.Sc"
2014,DPD,Sulawesi Tenggara,"H. MUCHLIS PATAHNA, S.H., M.Kn"
2014,DPD,Sulawesi Tenggara,H. SUDARMAN SAFRIEN 
2014,DPD,Sulawesi Tenggara,"H. SUKIMAN PABELU, S.Sos"
2014,DPD,Sulawesi Tenggara,"H. YUSRAN TARIDALA, S.P"
2014,DPD,Sulawesi Tenggara,"H.HERRY HERMANSYAH SILONDAE, S.E"
2014,DPD,Sulawesi Tenggara,H.M. YASIN WELSON LAJAHA
2014,DPD,Sulawesi Tenggara,Ir. H. ABDUL JABBAR TOBA
2014,DPD,Sulawesi Tenggara,"Ir. H. ANDI SYAMSUL BAHRI, M.Si"
2014,DPD,Sulawesi Tenggara,Ir. H. M. YUNUS SJAMSOEDDIN 
2014,DPD,Sulawesi Tenggara,Ir. MAS'UDI
2014,DPD,Sulawesi Tenggara,Ir. MUDAWING SAENONG
2014,DPD,Sulawesi Tenggara,Ir. PADANG SUGIARTO
