Year,Province,District Name,Election,Party Number,Party Name,NOMOR.URUT,Candidate Name,"Candidate Gender L=Male, P=Female"
2019,JAWA BARAT,JAWA BARAT V,DPR ,1,PKB,6,"SETIAWATI, M.PD",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,1,PKB,7,R. ALEX SANDI RIDWAN,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,1,PKB,8,SUKITMAN,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,1,PKB,9,"H. MUH. SABRI MANOMANG, SE., MM",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,2,Gerindra,1,"DR. H. FADLI ZON, SS., M.Sc",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,2,Gerindra,2,"Drs. H. MULYADI, MMA",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,2,Gerindra,3,JASMIN KARTIASA SETIAWAN,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,2,Gerindra,4,"LUCKY BAYU PURNOMO, SE., ME.",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,2,Gerindra,5,Ir. H. DIDIK HARIYANTO,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,2,Gerindra,6,Ir. PERTIWI AWILDA,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,2,Gerindra,7,"TOHIR, SH",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,2,Gerindra,8,"MUDRIKAH, S.E",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,2,Gerindra,9,EKA GUMILAR,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,3,PDIP,1,ADIAN YUNUS YUSAK NAPITUPULU,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,3,PDIP,2,AZMAH SHOOBIROH,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,3,PDIP,3,INDAH PERTIWI NATAPRAWIRA,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,3,PDIP,4,"NURMANSAH E. TANJUNG, S.E., M.Si",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,3,PDIP,5,H. BAMBANG GUNAWAN,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,3,PDIP,6,HJ. S. DEWI AMBARWATI,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,3,PDIP,7,EGI GUNADHI WIBHAWA,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,3,PDIP,8,"NANI KUSUMAWARDANI, S.Pd",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,3,PDIP,9,H. ADEK ERFIL MANURUNG,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,4,Golkar,1,"RAVINDRA AIRLANGGA, M.S.",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,4,Golkar,2,ICHSAN FIRDAUS,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,4,Golkar,3,"Hj. ATTIE D. ANDJAR RACHMAN, S.H., M.Si",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,4,Golkar,4,ILHAM PERMANA,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,4,Golkar,5,"Drs. KH. NAWAFIE SALEH, S.E., M.M.",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,4,Golkar,6,ASTRID KRISANDA,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,4,Golkar,7,"Ir. SULHAJJI JOMPA, MSc",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,4,Golkar,8,"H. AGUS HITOPA SUKMA, SH, MSI",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,4,Golkar,9,"RATIH AYU SYAFRIZA, S.Hut",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,5,NasDem,1,"TEUKU TAUFIQULHADI, M.Si",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,5,NasDem,2,"SONDANG TARIDA TAMPUBOLON, SH",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,5,NasDem,3,"DR. FRIEDRICH M. RUMINTJAP, SPOG (K), MARS",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,5,NasDem,4,"RIZAYATI, MM",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,5,NasDem,5,"SAHRUL GUNAWAN, S.E., M.Si.",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,5,NasDem,6,"C. SUHADI, S.H., M.H.",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,5,NasDem,7,"WIDI WIJAYA GITAPUTRA, S.T., MBA.",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,5,NasDem,8,SAPTO SATRIO MULYO,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,5,NasDem,9,CITRA ANGGUN SARIE,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,6,Garuda,1,"WIARTO SASTRORESONO, S.H, S.Sos, M.Si",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,6,Garuda,2,"HARUN, S.T",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,6,Garuda,3,NATALIA,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,6,Garuda,4,LUKMAN NURALIM,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,6,Garuda,5,"INTAN ARYANTI, S.Kom",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,7,Berkarya,1,"AHMAD MUHAJIR, SE.MM",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,7,Berkarya,2,"Hj. TINTIN HENDRAYANI, S.IP",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,7,Berkarya,3,"Mayjen TNI (Purn). MALIKI MIFT, SIP, M.H.",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,7,Berkarya,4,Ir. H. GUNAWAN HASAN,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,7,Berkarya,5,"NAZARUDIN, SH",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,7,Berkarya,6,ELLY KARLINA,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,7,Berkarya,7,"YONSAH MINANDA, SH., MH",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,7,Berkarya,8,"DONY ENDRASSANTO, SH",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,7,Berkarya,9,NONI LISDIANA SARI,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,8,PKS,1,"DR. H. FAHMY ALAYDROES, MM., Med.",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,8,PKS,2,TB SOENMANDJAJA,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,8,PKS,3,"Drg. HJ. IS BUDI WIDURI SEKARJATI, MM",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,8,PKS,4,"WASTO, S.HUT",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,8,PKS,5,H. EKO SYAIFUL ROHMAN,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,8,PKS,6,"ATIKAH SHALIHAT, S.E.I",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,8,PKS,7,"Dra. HJ. IDA FARIDA DARWI, MA.",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,8,PKS,8,"H. MAMAN NURZAMAN, ME",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,8,PKS,9,"Hj. DIYAH NUR AENI, S.Sy.",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,9,Perindo,1,"MUHAMMAD SOPIYAN, MA",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,9,Perindo,2,"EVA MUTIA, S.Sos",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,9,Perindo,3,"Prof. Dr. Ir. ISMAN KADAR, MM",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,9,Perindo,4,Dr.Ir. ISMUDI MUCHSIN,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,9,Perindo,5,"ALMIZAN ULFA, SE, MSc",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,9,Perindo,6,"FEIRUZ MELAWARDHANI CK, SI",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,9,Perindo,7,Ir. REINALDY SYAHRUL,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,9,Perindo,8,"STEFANUS WILLA FARADIAN PURWOKO, S.T",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,9,Perindo,9,ZEANE PRASANTI FACHZRIA MOZIN,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,10,PPP,1,ELLY RACHMAT YASIN,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,10,PPP,2,H. ACHMAD FARIAL,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,10,PPP,3,"H. HARIS SETIAWAN, SE, MM",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,10,PPP,4,"HILMAN ISMAIL METAREUM, SE",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,10,PPP,5,"CHAIRUNITA, S.Sos., M.Si",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,10,PPP,6,ABDUL GANI,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,10,PPP,7,"ANDRA BANI SAGALANE, SH. MH",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,10,PPP,8,"RUSDI HIDAYAT, S.E.",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,10,PPP,9,"NURUL FATIN AFIFAH, S.IP.",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,11,PSI,1,"FAJAR RIZA UL HAQ, MA",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,11,PSI,2,"SURYANTO GULTOM, SH",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,11,PSI,3,NURLAELATI AHMAD TAUFIK,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,11,PSI,4,"TOMMY PAN HOLAN, SE, MM",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,11,PSI,5,"YUNIUS SUWANTORO, S.Sos",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,11,PSI,6,NITA PRATIWI YUSTIYANA,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,11,PSI,7,"HANS ALVADINO LUBIS, S.Si",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,11,PSI,8,WURI GEMINASTITI,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,11,PSI,9,Drs. MOHAMAD IRZAN,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,12,PAN,1,"PRIMUS YUSTISIO, SE",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,12,PAN,2,FALDO MALDINI,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,12,PAN,3,"Hj. RR ENDAH OCTAVIA HARTANTI, SE",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,12,PAN,4,H. MUHAMMAD ARFAN,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,12,PAN,5,"H. ARIF BUDIMAN, S.Sos",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,12,PAN,6,"UMAROH, S.Pdi",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,12,PAN,7,M DANDY NURFIANDI,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,12,PAN,8,NADIA NABILLAH,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,12,PAN,9,YENI DWIYANTI,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,13,Hanura,1,"Dr. JUS USMAN SUMANEGARA, SE., MM.",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,13,Hanura,2,"Hj. JAMILAH KESUMA, SH",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,13,Hanura,3,"EKO RUKMANA, SE., MM.",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,13,Hanura,4,LIZA AYU ANUGERAH,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,13,Hanura,5,"ADI RAHMANTO, S.Ip",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,14,Demokrat,1,"H. ANTON SUKARTONO SURATTO, M. Si",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,14,Demokrat,2,"H. MAX SOPACUA, SE, M.Sc",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,14,Demokrat,3,"R. RORO TRI PONNINGSIH, SS",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,14,Demokrat,4,FERDINAND HUTAHAEAN,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,14,Demokrat,5,RYAN SYARIEF,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,14,Demokrat,6,"DR. Hj. RATNASARI AZAHARI, MPA",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,14,Demokrat,7,IRWAN SUHANTO,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,14,Demokrat,8,SRI SUGIANTI,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,14,Demokrat,9,"Dr. Ir. R. RUDY IRAWAN, MM",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,19,PBB,1,"Drs. H. BAHRUL ULUM, M.Pd.I",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,19,PBB,2,"CAPT. R.JUMADI, M.MAR",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,19,PBB,3,"DR. RACHMAWATI, Cht., Akupunkturis",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,19,PBB,4,"SLAMET SUPRIHANTO, SE",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,19,PBB,5,"SHALAHUDDIN AHMAD, ST, MT",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,19,PBB,6,"NITA SUSILOWATI, MA",P
2019,JAWA BARAT,JAWA BARAT V,DPR ,19,PBB,7,"H. ACHMAD SUGESTIA, SH., M.M",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,19,PBB,8,JANUARI MARIANIE,P
2019,JAWA BARAT,JAWA BARAT V,DPR ,19,PBB,9,"HERRY HERNAWAN, S.H",L
2019,JAWA BARAT,JAWA BARAT V,DPR ,20,PKPI,1,VERRY SURYA HENDRAWAN,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,20,PKPI,2,SAWAL AFRIADI,L
2019,JAWA BARAT,JAWA BARAT V,DPR ,20,PKPI,3,PELTIA SUKMAWATI,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,1,PKB,1,M. HANIF DHAKIRI,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,1,PKB,2,"DR. H. M. FARHAT ABBAS, SH., MH",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,1,PKB,3,Dra. HJ. ULHA SORAYA,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,1,PKB,4,OKTIA HENDRA,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,1,PKB,5,RUSMIYATUN,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,1,PKB,6,DUMOLI SIAHAAN,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,2,Gerindra,1,Ir. H. NUROJI,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,2,Gerindra,2,"MIRAH SUMIRAT, SE",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,2,Gerindra,3,FAUZI BAADILLA,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,2,Gerindra,4,"KH. MUKHLIS EFFENDI, SH., MH",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,2,Gerindra,5,DR. H. MARHABAN SIGALINGGING,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,2,Gerindra,6,NINA ROZALINDA R.,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,3,PDIP,1,"SUKUR H. NABABAN, ST",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,3,PDIP,2,"RISA MARISKA, SH",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,3,PDIP,3,"H. IRVANSYAH, S.IP, M.Si",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,3,PDIP,4,ANGEL KARAMOY,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,3,PDIP,5,"Prof., dr. HASBULLAH THABRANY, MPH., DrPH.",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,3,PDIP,6,NURYAMAN HARIYANTO,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,4,Golkar,1,"Dra. WENNY HARYANTO, S.H.",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,4,Golkar,2,"ZAINUL MIFTAH, S.Sos.I",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,4,Golkar,3,Dr. SITI AISYAH,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,4,Golkar,4,"HERI SUKO MARTONO, S.E., M.B.A.",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,4,Golkar,5,"SYAMSURACHMAN, S.T., M.S.M.",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,5,NasDem,1,LUCKY HAKIM,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,5,NasDem,2,"USTADZ H HARIYONO, M.SI",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,5,NasDem,3,"NUR AMALIA, SH",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,5,NasDem,4,ARIEF WIBOWO,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,5,NasDem,5,"H. HARRY WITJAKSONO, SH. MH",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,5,NasDem,6,FIVEY RACHMAWATI,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,6,Garuda,1,"RB.WAHYU WIBOWO, S.E, M.SI.",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,6,Garuda,2,IWAN SOFYAN,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,6,Garuda,3,"AMANTYA KOESRIMARDIYATI, S.SOS, M.Si",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,6,Garuda,4,"ROHMAT HIDAYAT, S.H",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,6,Garuda,5,"MILA FITRIA, S.E",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,7,Berkarya,1,"RADEN ANDREAS NANDIWARDHANA, SE",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,7,Berkarya,2,Drs. BASRI CAKO,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,7,Berkarya,3,YANTI OCTAVIA,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,7,Berkarya,4,H. ACEP SAEPUDIN,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,7,Berkarya,5,Ir. H. SORDANG NASUTION,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,7,Berkarya,6,"NANDA SAFITRI LUBIS, SH",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,8,PKS,1,"MAHFUDZ ABDURRAHMAN, S.Sos",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,8,PKS,2,"SAPTO WALUYO, S.Sos, M. Sc.",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,8,PKS,3,"HJ. NUR AZIZAH TAMHID, B.A., M.A.",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,8,PKS,4,"HJ ERMI YUSFA, S.E., M.E",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,8,PKS,5,Dra. HJ. SRI ENDANG HANDAYANI,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,8,PKS,6,"H. YANUAR ARIF WIBOWO, S.H",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,9,Perindo,1,"HENKY EKO SRIYANTONO, ST., MT",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,9,Perindo,2,"IBRAHIM KADIR TUASAMU, S.H., M.M",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,9,Perindo,3,"MILA RACHMAWATI, SE., MM",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,9,Perindo,4,"HERBERT P SITOHANG, S.H",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,9,Perindo,5,"Drs. AGUS RAWAN, S.H, M.M, M.Si",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,9,Perindo,6,"ARYATI KUSUMA WARDHANI, S.IK",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,10,PPP,1,H. LUKMAN HAKIM SAIFUDDIN,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,10,PPP,2,"DINI MENTARI, S.Si, M.Si",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,10,PPP,3,"SYARIFUDDIN, S.AG.",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,10,PPP,4,"H. DIDING SAEFUDDIN ZUHRI, S.AG.",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,10,PPP,5,QURROTU A'YUN,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,10,PPP,6,"ABD. ROSYID, SH. MPd",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,11,PSI,1,"SUSY RIZKY WIYANTINI, SISIP",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,11,PSI,2,"YURGEN ALIFIA SUTARNO, MPP",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,11,PSI,3,HOTMA ROLAND PASARIBU,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,11,PSI,4,DORISMA,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,11,PSI,5,"FERRY BATARA MANURUNG, SE",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,11,PSI,6,Dr. WILLEM NIKSON SITOMPUL,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,12,PAN,1,H. IDRIS SANDIYA,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,12,PAN,2,"Hj. INTAN FAUZI, S.H., LL.M",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,12,PAN,3,"ROMY BARENO, BA., M, A",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,12,PAN,4,"H. AHMAD BUCHORY MUSLIM, S.Ag, SH, MA",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,12,PAN,5,"Dra. Hj. DHANIE SARASWATI, MSC",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,12,PAN,6,H. DEDDY HASANUDDIN,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,13,Hanura,1,TIURMAIDA TAMPUBOLON,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,13,Hanura,2,WAHAB TALAOHU,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,13,Hanura,3,"AMELLIA DODY LUHUKAY, B.Sc",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,13,Hanura,4,R. HARDIYANTO PRIJOKOESOEMO,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,13,Hanura,5,"Ir. RUDI HM SAMIN, SE",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,13,Hanura,6,AMRON ASYHARI,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,14,Demokrat,1,Ir. R.Y.B KADARISMAN,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,14,Demokrat,2,"H.M. ROSYID HIDAYAT, IR",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,14,Demokrat,3,dr. SYAHNIDAR HELVIANI,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,14,Demokrat,4,"Dr. E.B.SINAGA, MM, Ph.D",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,14,Demokrat,5,"Ir. M. VICTOR MANURUNG, M.Sc",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,14,Demokrat,6,"RITA AGUSTIN, SE",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,19,PBB,1,MUHSIN AHMAD ALATAS,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,19,PBB,2,"RANDY BAGASYUDHA, S.Psi, M.I.P",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,19,PBB,3,"Dra. EFFI SETIAWATI, Apt., MM, MBiomed",P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,19,PBB,4,"ISMAR SYAFRUDDIN, SH., M.A",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,19,PBB,5,"H. DEDI SUHARDADI, SH., SE",L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,19,PBB,6,Drs. R. DEWI SUMYATI,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,20,PKPI,1,YOS HUANIEL TODING,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,20,PKPI,2,VENNY HADIJAH,P
2019,JAWA BARAT,JAWA BARAT VI,DPR ,20,PKPI,3,MOCHAMAD KRISNA DESTO,L
2019,JAWA BARAT,JAWA BARAT VI,DPR ,20,PKPI,4,TRIANTI WULANDARI,P
2019,JAWA BARAT,JAWA BARAT VII,DPR ,1,PKB,1,H. SYAIFUL HUDA,L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,1,PKB,2,ABDUL ROCHMAN,L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,1,PKB,3,"Hj. EVI FATIMAH, S.AG., M.AP",P
2019,JAWA BARAT,JAWA BARAT VII,DPR ,1,PKB,4,"JON RAMADHAN, M.Si.",L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,1,PKB,5,"H. NOOR JUMAN, S.AG",L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,1,PKB,6,"HJ. VERA SUSANTI, S.AG., M.PD",P
2019,JAWA BARAT,JAWA BARAT VII,DPR ,1,PKB,7,"H. M. ATHOILLAH MURSJID, M.Si.",L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,1,PKB,8,"RIKA OKTARIANI, S.IKOM",P
2019,JAWA BARAT,JAWA BARAT VII,DPR ,1,PKB,9,"SALMAN ASSAGAF, S.SOS",L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,1,PKB,10,"AHMAD FAISAL, S.HI",L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,2,Gerindra,1,drg. PUTIH SARI,P
2019,JAWA BARAT,JAWA BARAT VII,DPR ,2,Gerindra,2,OBON TABRONI,L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,2,Gerindra,3,"H. RUSTANDIE, SH",L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,2,Gerindra,4,Ir. ARIA SULHAN WITOELAR,L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,2,Gerindra,5,DERRY DRAJAT,L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,2,Gerindra,6,ANY MARIANY TENGKER,P
2019,JAWA BARAT,JAWA BARAT VII,DPR ,2,Gerindra,7,"H. DARIS, SH",L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,2,Gerindra,8,"NACE PERMANA, SE., M.IKom",L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,2,Gerindra,9,"Hj. SUSILAWATI, SE",P
2019,JAWA BARAT,JAWA BARAT VII,DPR ,2,Gerindra,10,"DR. SUDJUD SIRADJUDDIN, SH., MH",L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,3,PDIP,1,RIEKE DIAH PITALOKA,P
2019,JAWA BARAT,JAWA BARAT VII,DPR ,3,PDIP,2,DANIEL LUMBAN TOBING,L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,3,PDIP,3,DEDEN DARMANSAH,L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,3,PDIP,4,ADITYAWARMAN GINTING,L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,3,PDIP,5,"HARGO YUWONO, S.Sos., M.Si",L
2019,JAWA BARAT,JAWA BARAT VII,DPR ,3,PDIP,6,"INDAH WITMIATI, S.H., M.Kn",P
