Year,Province name,Election ,Registered voters in district,Valid votes in district,Invalid votes,Candidate name,Candidate number,Candidate number of votes,Candidate elected to the DPD,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"H. Aceng Holik Munawar Fikri, S.Ag.",1,"1,139,556",1,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,Asep Syaripudin,2,"1,010,159",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,Drs. H. Asril Das,3,"690,789",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,Ir. H. Ayi Hambali,4,"1,032,465",1,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,Deni Jasmara,5,"702,344",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,Deni Saeful Hayat,6,"692,282",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,Djumono,7,"532,163",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Elang Raja Luqman Zulkaedin, S.H. ",8,"928,728",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Dr. H. Eman Suryaman, M.M.",9,"965,389",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Dra. Ir. Hj. Eni Sumarni, M.Kes",10,"2,042,130",1,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Hj. Euis Atikah, S.Sos",11,"267,296",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Dr. H. Gunawan Undang, M.Si.",12,"233,821",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"H.Hasan Zainal Abidin EZ, S.E., M.M.",13,"175,556",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Husni F. Mubarok, S.Ag., M.Si.",14,"418,783",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Julianda Barus, M.M., M.B.A. ",15,"124,247",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Drs. H. K. Edi Pariyadi, M.M.Pd. ",16,"588,204",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"H. M. Yos Faisal Husni, M.H., M. Hum. ",17,"150,525",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"K.H. Moh. Athoillah Mursjid, S.E., M.Si. ",18,"696,974",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,Muhammad Hafidz,19,"189,921",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Nace Permana, S.E.",20,"179,953",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,Nazar Hariz,21,"124,879",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,Drs. H. Nu'man Abdul Hakim,22,"229,768",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,Drs. Odik Sodikin,23,"74,720",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,Oni Suwarman,24,"2,167,485",1,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Dra. Hj. R. Ella M. Girikomala, M.M.Pd.",25,"516,261",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Ratu Raja Arimbi Nurtina, S.T.",26,"221,959",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,H. Rudi Harsa Tanaya,27,"226,236",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Drs. H. Rukman Heryana, M.M.",28,"203,889",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Dr. H. Suhaeli, M.Si.",29,"233,745",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Drs. H. Suharna Surapranata, MT",30,"423,500",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"H. Syarif Bastaman, S.H.",31,"268,757",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,Syifa Hananta,32,"779,871",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Tri Wuryantoro, S.E., M.I.Kom",33,"76,342",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"H. Tubagus Dasep, IPS, S.Sos., S.H., B.E., M.Sc. ",34,"174,231",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Unang Margana, S.H., M.H. ",35,"161,729",,,,,,,,,,,,
2014,Jawa Barat,DPD,,,,"Drs. H. UU Rukmana, M.Si",36,"201,250",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,"14,368,417",,,,,,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,Agus Mujiyanto,1,"598,481",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Drs. H. Ahmad Niam Syukri, M.Si. ",2,"582,634",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Ahsan Fauzi, S.Sos.I",3,"498,585",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,Drs. H. Akhmad Muqowam,4,"948,673",1,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Bagyono, ST",5,"410,286",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Dr. H. Bambang Sadono, S.H., M.H.",6,"1,235,682",1,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Hj. Denty Eka Widi Oratiwi, S.E., M.H.",7,"1,901,163",1,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,G.K.R. Ayu Koes Indriyah ,8,"908,036",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Dra. Hj. H.R. Utami, M.Hum.",9,"417,953",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Drs. H. Hendro Martojo, M.M.",10,"436,999",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,Heriyanto,11,"215,331",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Drs. H. Humam Sabroni, M.Si",12,"183,226",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Ika Trisna Mulyaningsih, S.T.",13,"168,482",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"H. Iskandar, S.Ag., M.Si.",14,"102,548",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,Drs. Jabir,15,"188,406",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Khizanaturrohmah, S.Ag.",16,"371,272",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Kundari, S.E.",17,"560,447",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Ir. Kunto Endriyono, M.M.",18,"130,481",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,Mayjen (Purn.) Drs. H. Kurdi Mustofa,19,"689,956",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Muhammad Al Habsy, S.Pd",20,"404,763",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,Poppy Dharsono,21,"487,366",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,R. Sukarno Winarto,22,"92,144",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Hj. Siti Azzah, S.Sos.",23,"385,434",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,Ir. H. Soeharsojo,24,"127,145",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Drs. St. Sukirno, M.S.",25,"133,835",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"H. Sudir Santoso, S.H.",26,-,,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Dr. H. Sulistiyo, M.Pd.",27,"1,246,129",1,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,Drs. K.P.H. Sumaryoto Padmodiningrat,28,"156,877",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,"Suro Jogo PBSH, S.E.",29,"426,954",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,Tjahjadi Takariawan,30,"200,820",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,Toto Dirgantoro,31,"98,192",,,,,,,,,,,,
2014,Jawa Tengah,DPD,,,,Wakil Maghfur,32,"60,117",,,,,,,,,,,,
2014,Jawa Timur,DPD,,"16,234,511",,,,,,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"Drs. H. A. BUDIONO, M.Ed.",1,"871,422",1,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"Drs. H. A. MUHAIMIN, M.T.",2,"719,741",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,ABDUL DJALIL LTC,3,"661,537",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"ABDUL QADIR AMIR HARTONO, S.E., S.H., M.H.",4,"917,275",1,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"Drs, H. ABDUL SUDARSONO",5,"576,253",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"H. ACHMAD SOEDJA'I, S.H., M.M.",6,"704,259",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,AGUS PATMINTO,7,"751,953",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"H. AHMAD NAWARDI, S.Ag.",8,"898,647",1,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,AINUL YAKIN,9,"418,824",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,AKHMAD TAUFIQ,10,"398,056",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,ALI ASSEGAF,11,"397,597",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,ALI WAHDIN,12,"311,236",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,ANDI AHMAD SETYOBUDI,13,"112,701",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"BAMBANG J. PRAMONO, S.Si.",14,"152,178",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"HJ. CHOFSOH WAHYUNI, S.Pd., M.Si.",15,"230,512",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,DESEMBA SAGITA ALEXSANDRA NT,16,"135,200",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"DWI ASTUTIK, S.Ag., M.Si.",17,"838,996",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,Hj. EMILIA CONTESSA,18,"1,660,542",1,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,Dr. H.M. MARKUM SINGODIMEDJO,19,"659,087",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"IMAM MUL HUDA, S.H ",20,"78,418",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,IMAM SUPENO,21,"412,016",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"Prof. Dr. Dra. Hj. Istibsjaroh., B.A., S.H., M.A",22,"379,710",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"KHODIJATUL QODRIYAH S.Ag., M.M. PUB, M.Si. ",23,"765,397",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"KH. M. HASIB WAHAB CHASBULLAH, S.I.P. ",24,"473,070",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,Dr. MARDJITO GISAN ATMOJO,25,"260,702",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"Drs. H. MASHURI, M.Si.",26,"345,894",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,MEI EKO RUSIANTO,27,"34,709",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"H. MOCH. HAMZAH, S.T., M.M.",28,"253,351",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,Drs. MOH. SHALEH,29,"182,819",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"MUHAMMAD AGUS MUSLIM, S.H. ",30,"78,605",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,NURSIO,31,"45,698",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"R. MOERDJOKO, S.Pd.",32,"103,649",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"SITI AMINAH, S.E., M.M.",33,"220,020",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"SUBHAN, S.Pd.",34,"345,127",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,TITIN SUDARWATI,35,"86,187",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"WARSONO, S.H.",36,"35,483",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"WASIS SISWOYO, S.H.",37,"50,707",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,"WASONO NUGROHOHADI, S.H., M.H. ",38,"44,386",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,YULYANI,39,"279,023",,,,,,,,,,,,
2014,Jawa Timur,DPD,,,,HJ. ZUHARIAH,40,"343,524",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,"2,328,240",,,,,,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,, Drs. H. Abdul Rahmi,1,"185,625",1,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,H. Agus Hendro Prayitno,2,"74,644",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Drs. Agustinus Clarus, M.Si",3,"61,889",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Aminudin Arianto, S.Pd., M.Si",4,"101,612",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,Pdt. Drs. B. Moses Siong,5,-,,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Pdt. Barnabas Simin, M.Pd.K",6,"84,008",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,Dra. Hj. Dewi Munawar,7,"64,597",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,Doni Prasetya Satriadi,8,"68,300",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,F.X. Trides Mecer,9,"61,813",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Hj. Hairiah, S.H., M.H.",10,"131,492",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,Hendra Nurdiansyah,11,"19,535",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,Ir. Hizas Abd. Hamid,12,"16,991",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,Imam Muhadi,13,"33,592",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Indra Noviansyah, S.E.",14,"78,392",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,H. Ishaq Saleh,15,"58,262",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Drs. Jacobus Luna, M.Si",16,"67,815",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,Klemen Apui,17,"72,405",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Ev. Lawadi Nusah, S.Pd.K.",18,"12,309",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"M.Musa Surin, S.H., M.H.",19,"11,583",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"M. Tamsil Sjoekoer, S.H.",20,"46,810",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Maria Goreti, S.Sos., M.Si.",21,"246,329",1,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Nagian Imawan, S.Sos",22,"83,039",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,Nobertus Rocki Susanto,23,"76,830",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,Oesman Sapta,24,"188,528",1,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Drs. P. E. Chunoi, M.Pd.",25,"73,820",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Petrus SA, S.H.",26,"69,906",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Hj. Rubaeti Erlita, S.Sos.I, S.H. ",27,"139,856",1,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Sakpin Prokhorus, S.Th., M.Pd.K. ",28,"22,936",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,Drs. Syafi'i,29,"13,082",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Syafrial Nur, S.H., M.Pd.",30,"17,537",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,Drs. Uray Usman Saidi. AS,31,"47,046",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Usmandy S. S.Sos., M.Si.",32,"35,130",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,Drs. Yakobus Kumis,33,"53,519",,,,,,,,,,,,
2014,Kalimantan Barat,DPD,,,,"Zakaria, S.H.",34,"9,008",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,"1,684,392",,,,,,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,"Drs. Abdussani, M.I.Kom",1,"101,460",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,Achmad Husaini,2,"87,993",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,Ir. Anang Rosadi Adenansi,3,"68,770",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,"Antung Fatmawati, S.T.",4,"105,972",1,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,"Berry Nahdian Forqan, S.P., M.S. ",5,"72,197",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,"H. Gusti Farid Hasan Aman, S.E., Akt., M.B.A",6,"319,413",1,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,Habib Abdurrahman Bahasyim,7,"268,400",1,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,"Habib Hamid Abdullah, S.H., M.H",8,"239,945",1,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,"H. M. Husaini Aliman, S.E., M.M",9,"74,699",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,"Drs. H. M. Sofwat Hadi, S.H",10,"105,864",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,"H. M. Suriani Shiddiq, S.Ag., M.Si",11,"35,806",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,Drs. H. Mansyah Sabri,12,"48,227",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,"Drs. H. Masderiansyah, M.Si",13,"13,630",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,Kol. Inf. (Purn.) Nasib Alamsyah,14,"38,788",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,Drs. H. Sumiadi Burhan,15,"11,856",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,"Dra. Titien Agustina, M.Si",16,"21,656",,,,,,,,,,,,
2014,Kalimantan Selatan,DPD,,,,"Yuria Wati Zai Rose, S.E",17,"69,716",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,"1,085,984",,,,,,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,H. A. Mas'ad Ikhsan,1,"64,736",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,Ir. H. Antang Dwi Dasono,2,"47,493",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,"H. Asrani, S.E",3,"63,553",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,Habib H. Said Ismail,4,"182,251",1,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,"Heriadi, S.T",5,"34,138",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,Drs. Jecky Dahir ,6,"62,599",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,Ir. Kusmayadi,7,"42,933",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,H. Mohammad Ali,8,"28,349",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,"Ir. H. Mohammad Mawardi, M.M., M.Si",9,"93,577",1,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,"H. Muhammad Rakhman, S.E., S.T",10,"81,966",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,"Muliadi, S.E",11,"10,615",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,Napa J. awat,12,"69,517",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,"Hj. Permana Sari, S.Si., M.M., M.B.A",13,"83,015",1,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,Rinco Norkim,14,"14,070",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,Pdt. Rugas Binti,15,"118,598",1,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,"H. Said Ahmad Fauzi Bahsin, S.Hi",16,"37,193",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,H. Sholeh Anshori. S.Pd.i ,17,"35,144",,,,,,,,,,,,
2014,Kalimantan Tengah,DPD,,,,Totok Sugiyanto S.Ag,18,"16,237",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,"1,657,625",,,,,,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,H. Ahmad Hendry,1,"113,696",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,"Aji Muhammad Mirza Wardana, S.T",2,"114,121",1,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,Drs. H. Amir Hamzah B. M.Si,3,"43,233",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,"Ir. H. Bambang Susilo, M.M",4,"271,658",1,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,Benny R.B. Kowel,5,"72,350",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,H. Erhamsyah,6,"51,721",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,"Harmanto, S.P",7,"95,666",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,"H. Hasanuddin. S.H., M.Si",8,"47,224",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,Hengki,9,"46,240",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,Dr. Khalep Rahmat,10,"48,036",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,M. Said,11,"33,114",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,"Dr. Drs. Marthin Billa, M.M",12,"213,055",1,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,Drs. H. Muhammad Idris S,13,"113,740",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,"H. Muhayan Hayan, S.E",14,"16,152",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,"K.H. Muslihuddin Abdurrasyid, Lc., M.Pd.I.",15,"121,853",1,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,"dr. Naomi Patioran, Sp.M.",16,"99,059",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,"Drs. H. Ramli, M.Hum",17,"44,162",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,"Samsudin S., S.H.",18,"23,488",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,Trisno Widodo,19,"31,179",,,,,,,,,,,,
2014,Kalimantan Timur,DPD,,,,Usman Yusuf,20,"57,878",,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,"791,700",,,,,,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,"Djasarmen Purba, S.H.",1,"83,748",1,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,"Fahruddin Nasution, B.A.",2,"26,264",,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,Hardi Selamat Hood,3,"93,170",1,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,Haripinto Tanuwidjaja,4,"82,115",1,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,Heri Irianto,5,"25,447",,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,Mangara Sonang Nasution,6,"12,087",,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,"Ir. Mohamad Nabil, M.Si",7,"77,267",,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,"Peris Temba, S.E., M.M.",8,"12,010",,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,Raden Hari Tjahyono,9,"40,552",,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,"Rahmatsyah Ramadhany Dhany Ismeth, M.B.A., M.Sc.",10,"36,316",,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,Ria Saptarika,11,"122,817",1,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,"Dr. Richard H Pasaribu, B.Sc., M.Sc.",12,"47,076",,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,H. Saidul Khudri,13,"28,369",,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,"Dra. Hj. Syamsinar Yusuf, M.M.",14,"49,788",,,,,,,,,,,,
2014,Kepulauan Riau,DPD,,,,"Drs. H. Zulbahri M,M.Pd.",15,"54,674",,,,,,,,,,,,
2014,Lampung,DPD,,"3,813,104",,,,,,,,,,,,,,,,
2014,Lampung,DPD,,,,"Ir. A. Azis Adyas, S.H.",1,"252,912",,,,,,,,,,,,
2014,Lampung,DPD,,,,"H. Achmad Syabirin H. A. Koenang, S.H., M.H.",2,"189,954",,,,,,,,,,,,
2014,Lampung,DPD,,,,Ir. Agusman Effendi,3,"159,344",,,,,,,,,,,,
2014,Lampung,DPD,,,,"Ahmad Farmadi Putra, S.H.",4,"154,965",,,,,,,,,,,,
2014,Lampung,DPD,,,,"H. Ahmad Jajuli, S.I.P., M.Si.",5,"338,596",1,,,,,,,,,,,
2014,Lampung,DPD,,,,"Ananda Thopati.N. R,S.P.Si.",6,"145,718",,,,,,,,,,,,
2014,Lampung,DPD,,,,Ir. Anang Prihantoro,7,"546,287",1,,,,,,,,,,,
2014,Lampung,DPD,,,,Dr.H. Andi Surya,8,"295,910",1,,,,,,,,,,,
2014,Lampung,DPD,,,,"Ardian Saputra, SH",9,"163,676",,,,,,,,,,,,
2014,Lampung,DPD,,,,"Arief Budi Atmoko, S.T., M.T.",10,"44,285",,,,,,,,,,,,
2014,Lampung,DPD,,,,"Ir. H. Aryodhia Febriansya, S.H.",11,"185,797",,,,,,,,,,,,
2014,Lampung,DPD,,,,H. ismail Zulkarnain,12,"85,329",,,,,,,,,,,,
2014,Lampung,DPD,,,,"Iswandi, A.Md.",13,"40,235",,,,,,,,,,,,
2014,Lampung,DPD,,,,"H. Khairudin Gustam, S.E.",14,"59,057",,,,,,,,,,,,
2014,Lampung,DPD,,,,Moh. Yusuf,15,"49,428",,,,,,,,,,,,
2014,Lampung,DPD,,,,"Muhyidin Thohir, S.Pd.I.",16,"73,332",,,,,,,,,,,,
2014,Lampung,DPD,,,,Ir.Hi. Nur Zaini,17,"55,300",,,,,,,,,,,,
2014,Lampung,DPD,,,,Rida Budiyati S.Kom.,18,"138,467",,,,,,,,,,,,
2014,Lampung,DPD,,,,"H. SM. Herlambang, S.H., M.H.",19,"79,610",,,,,,,,,,,,
2014,Lampung,DPD,,,,Ir. Suhendra Ratu Prawira Negara,20,"105,466",,,,,,,,,,,,
2014,Lampung,DPD,,,,"H. SUMINTO MARTONO,S.H.",21,"36,922",,,,,,,,,,,,
2014,Lampung,DPD,,,,"KOLONEL (Purn.) H. SUNARDI, S.Sos, M.H.",22,"67,176",,,,,,,,,,,,
2014,Lampung,DPD,,,,"SYARIF, S.H.",23,"270,882",1,,,,,,,,,,,
2014,Lampung,DPD,,,,Hj. TUTI W. MALANO,24,"139,269",,,,,,,,,,,,
2014,Lampung,DPD,,,,Ir. WORO ARY WERDHANI,25,"112,893",,,,,,,,,,,,
2014,Lampung,DPD,,,,ZAINAL MA'ARIF,26,"22,294",,,,,,,,,,,,
2014,Maluku,DPD,,"914,824",,,,,,,,,,,,,,,,
2014,Maluku,DPD,,,,ABD HAMID RAHAYAAN,1,"55,735",,,,,,,,,,,,
2014,Maluku,DPD,,,,Drs. ABDULLAH ASSAGAF,2,"21,496",,,,,,,,,,,,
2014,Maluku,DPD,,,,ABUKASIM SANGADJI,3,"33,997",,,,,,,,,,,,
